date,restaurant_id,weather,temperature,promotion_active,orders,delivery_orders,dine_in_orders,avg_order_value,revenue,staff_hours,labor_cost,productivity_per_hour,personnel_cost_ratio
2024-04-17,R0017,rainy,22.8,0,247,64,183,15.76,3892.93,48.55,701.14,80.18,0.1801
2024-04-17,R0025,cloudy,8.8,0,158,39,119,13.11,2071.71,16.92,275.45,122.47,0.133
2024-04-17,R0011,rainy,4.7,0,324,97,227,8.48,2747.76,38.27,685.88,71.79,0.2496
2024-04-17,R0032,sunny,15.2,1,421,73,348,13.61,5728.76,97.31,1210.13,58.87,0.2112
2024-04-17,R0048,sunny,20.3,0,143,14,129,12.4,1773.57,21.97,325.84,80.74,0.1837
2024-04-17,R0046,sunny,12.4,0,459,187,272,10.51,4825.15,53.18,775.32,90.73,0.1607
2024-04-17,R0047,sunny,21.3,0,234,54,180,15.94,3728.9,51.1,847.57,72.97,0.2273
2024-04-17,R0020,rainy,7.8,0,151,17,134,10.01,1510.82,25.89,455.69,58.35,0.3016
2024-04-17,R0030,rainy,18.7,0,206,54,152,8.85,1823.59,24.63,512.82,74.04,0.2812
2024-04-17,R0055,sunny,23.1,0,145,39,106,13.26,1923.08,32.99,653.83,58.29,0.34
2024-04-17,R0022,sunny,15.1,0,234,53,181,17.57,4110.56,59.4,885.14,69.2,0.2153
2024-04-17,R0053,cloudy,18.4,0,294,111,183,12.48,3668.12,46.09,702.48,79.59,0.1915
2024-04-18,R0051,cloudy,16.5,0,198,46,152,12.91,2555.59,29.93,552.99,85.39,0.2164
2024-04-18,R0026,cloudy,20.7,0,415,34,381,15.0,6224.56,110.29,1436.7,56.44,0.2308
2024-04-18,R0057,cloudy,7.8,0,264,30,234,16.95,4474.5,40.45,671.46,110.6,0.1501
2024-04-18,R0055,sunny,17.3,1,200,45,155,12.11,2421.48,33.14,656.84,73.06,0.2713
2024-04-18,R0048,sunny,7.5,0,166,36,130,11.97,1987.8,26.64,395.19,74.62,0.1988
2024-04-18,R0011,rainy,17.6,0,397,113,284,10.82,4294.43,64.71,1159.6,66.37,0.27
2024-04-18,R0050,sunny,16.0,0,197,74,123,14.49,2855.33,27.16,414.4,105.12,0.1451
2024-04-18,R0005,cloudy,10.2,0,283,69,214,13.65,3863.41,50.27,846.08,76.85,0.219
2024-04-18,R0040,sunny,10.5,0,406,64,342,12.36,5017.87,65.59,1236.0,76.5,0.2463
2024-04-18,R0004,sunny,24.4,0,384,124,260,14.29,5486.66,70.7,1063.14,77.61,0.1938
2024-04-18,R0047,sunny,9.9,0,291,28,263,14.36,4178.16,49.74,825.08,84.0,0.1975
2024-04-18,R0032,cloudy,11.7,1,333,146,187,10.73,3573.35,59.24,736.73,60.32,0.2062
2024-04-18,R0041,sunny,13.4,0,233,58,175,14.56,3391.56,41.84,535.1,81.06,0.1578
2024-04-18,R0053,rainy,11.3,0,212,78,134,9.94,2106.54,30.8,469.42,68.4,0.2228
2024-04-18,R0045,cloudy,12.4,0,148,58,90,17.8,2633.91,41.52,509.96,63.43,0.1936
2024-04-18,R0003,sunny,14.2,0,347,17,330,14.71,5105.47,52.22,697.22,97.77,0.1366
2024-04-18,R0046,sunny,18.2,0,591,247,344,13.52,7992.27,112.0,1632.87,71.36,0.2043
2024-04-18,R0016,sunny,9.9,0,206,28,178,13.49,2779.86,29.99,429.6,92.7,0.1545
2024-04-18,R0060,cloudy,2.4,0,334,75,259,8.44,2818.72,44.18,677.39,63.8,0.2403
2024-04-18,R0019,cloudy,21.1,0,283,62,221,13.59,3844.64,54.39,943.27,70.69,0.2453
2024-04-18,R0044,cloudy,15.5,0,245,47,198,12.4,3037.97,54.93,778.68,55.31,0.2563
2024-04-18,R0038,sunny,12.9,0,122,21,101,13.98,1705.41,24.82,332.38,68.71,0.1949
2024-04-18,R0029,sunny,18.3,0,431,63,368,16.02,6904.07,92.39,1659.12,74.72,0.2403
2024-04-18,R0033,sunny,15.6,0,295,69,226,13.49,3980.18,37.62,609.98,105.8,0.1533
2024-04-18,R0037,sunny,10.4,0,304,44,260,16.29,4952.98,55.43,1054.14,89.36,0.2128
2024-04-18,R0012,rainy,23.1,1,297,66,231,16.08,4776.25,51.1,882.83,93.48,0.1848
2024-04-18,R0009,sunny,13.3,0,321,66,255,14.57,4678.01,51.43,884.39,90.97,0.1891
2024-04-18,R0015,rainy,17.2,0,206,48,158,12.63,2601.11,36.22,501.49,71.81,0.1928
2024-04-18,R0002,rainy,11.7,0,209,94,115,11.44,2390.0,25.07,335.13,95.33,0.1402
2024-04-18,R0006,cloudy,19.7,0,335,102,233,15.76,5278.71,64.49,934.11,81.85,0.177
2024-04-18,R0014,sunny,10.4,0,333,41,292,12.06,4016.56,51.14,880.88,78.55,0.2193
2024-04-18,R0022,cloudy,-2.9,0,203,35,168,15.57,3161.64,51.37,765.49,61.55,0.2421
2024-04-18,R0036,rainy,11.9,0,315,60,255,13.14,4139.11,41.68,552.8,99.31,0.1336
2024-04-18,R0008,sunny,27.6,0,311,20,291,14.78,4597.81,49.77,688.6,92.39,0.1498
2024-04-18,R0010,rainy,4.8,0,233,66,167,11.12,2590.38,35.57,522.87,72.83,0.2019
2024-04-18,R0052,sunny,11.5,0,149,32,117,16.77,2499.15,39.89,663.58,62.65,0.2655
2024-04-18,R0028,sunny,18.3,0,283,48,235,12.57,3557.37,42.46,509.55,83.78,0.1432
2024-04-18,R0034,cloudy,11.0,1,287,68,219,15.62,4483.64,44.42,736.09,100.94,0.1642
2024-04-18,R0058,cloudy,16.1,0,335,95,240,11.16,3739.61,52.57,823.51,71.14,0.2202
2024-04-18,R0021,rainy,8.3,0,219,32,187,9.27,2031.09,24.83,389.35,81.8,0.1917
2024-04-18,R0001,rainy,13.3,0,269,73,196,13.84,3724.22,56.79,681.42,65.58,0.183
2024-04-18,R0017,sunny,11.6,0,256,55,201,12.44,3184.49,37.59,542.89,84.71,0.1705
2024-04-18,R0035,cloudy,20.7,1,169,49,120,16.29,2752.41,39.88,789.9,69.03,0.287
2024-04-18,R0030,sunny,18.6,0,215,10,205,10.86,2335.01,36.65,763.08,63.71,0.3268
2024-04-18,R0043,cloudy,13.6,0,275,103,172,16.66,4581.61,57.42,785.41,79.79,0.1714
2024-04-18,R0049,rainy,4.8,0,247,63,184,16.14,3985.76,53.94,883.52,73.89,0.2217
2024-04-18,R0018,cloudy,17.9,0,183,27,156,8.77,1605.4,19.98,259.82,80.37,0.1618
2024-04-18,R0054,sunny,16.5,0,357,80,277,8.08,2884.55,24.36,363.18,118.4,0.1259
2024-04-18,R0042,sunny,22.8,0,550,144,406,17.44,9592.38,115.4,1542.51,83.12,0.1608
2024-04-18,R0059,cloudy,4.3,0,326,57,269,11.33,3693.35,35.22,649.03,104.87,0.1757
2024-04-18,R0039,cloudy,20.2,0,330,74,256,11.92,3934.76,60.11,936.29,65.46,0.238
2024-04-18,R0027,cloudy,12.1,0,227,41,186,10.95,2486.39,25.09,380.08,99.09,0.1529
2024-04-18,R0007,rainy,23.6,0,319,55,264,14.12,4504.35,78.65,1053.84,57.27,0.234
2024-04-18,R0024,sunny,12.5,0,246,15,231,12.91,3175.64,45.95,667.4,69.11,0.2102
2024-04-18,R0020,cloudy,12.9,0,150,28,122,13.74,2061.09,33.98,598.11,60.65,0.2902
2024-04-18,R0025,cloudy,18.2,1,216,10,206,12.71,2745.66,25.77,419.59,106.56,0.1528
2024-04-18,R0031,cloudy,15.1,0,320,63,257,15.66,5010.67,64.19,969.86,78.06,0.1936
2024-04-18,R0056,cloudy,15.1,0,231,73,158,10.75,2483.3,32.05,412.45,77.47,0.1661
2024-04-18,R0023,cloudy,12.9,0,322,129,193,17.0,5472.95,62.57,1025.6,87.47,0.1874
2024-04-18,R0013,rainy,13.7,1,328,77,251,15.78,5174.99,101.59,1250.63,50.94,0.2417
2024-04-19,R0010,cloudy,12.4,1,332,126,206,8.26,2741.86,42.15,619.65,65.05,0.226
2024-04-19,R0001,cloudy,10.0,0,391,124,267,15.0,5864.43,106.49,1277.83,55.07,0.2179
2024-04-19,R0023,cloudy,13.8,0,364,105,259,16.68,6071.94,62.25,1020.43,97.54,0.1681
2024-04-19,R0047,cloudy,17.3,0,289,72,217,15.61,4509.86,50.13,831.53,89.96,0.1844
2024-04-19,R0040,sunny,13.9,0,417,106,311,15.35,6399.51,70.06,1320.13,91.35,0.2063
2024-04-19,R0029,cloudy,14.4,1,496,137,359,12.23,6066.51,85.99,1544.16,70.55,0.2545
2024-04-19,R0024,sunny,10.2,0,251,85,166,11.29,2833.49,37.06,538.38,76.45,0.19
2024-04-19,R0022,sunny,11.0,0,271,55,216,15.79,4279.78,70.18,1045.75,60.99,0.2443
2024-04-19,R0020,sunny,4.9,1,266,86,180,14.56,3872.4,66.76,1175.01,58.01,0.3034
2024-04-19,R0006,cloudy,17.9,0,301,110,191,18.58,5591.4,73.92,1070.6,75.65,0.1915
2024-04-19,R0052,rainy,18.0,1,170,51,119,14.18,2411.07,36.18,601.97,66.63,0.2497
2024-04-19,R0004,cloudy,14.6,0,371,77,294,13.74,5097.72,68.58,1031.29,74.33,0.2023
2024-04-19,R0035,rainy,10.1,0,149,29,120,19.17,2856.48,32.13,636.56,88.89,0.2228
2024-04-19,R0054,sunny,22.9,0,503,51,452,6.66,3350.17,35.19,524.56,95.21,0.1566
2024-04-19,R0059,sunny,10.8,0,339,52,287,11.3,3829.82,40.57,747.56,94.41,0.1952
2024-04-19,R0050,cloudy,8.7,0,281,95,186,15.86,4455.7,37.9,578.18,117.57,0.1298
2024-04-19,R0002,rainy,9.8,0,326,139,187,12.95,4220.73,44.98,601.32,93.83,0.1425
2024-04-19,R0041,sunny,12.1,0,294,112,182,14.9,4381.53,52.47,671.1,83.5,0.1532
2024-04-19,R0056,cloudy,9.8,0,339,50,289,12.56,4258.37,70.5,907.13,60.41,0.213
2024-04-19,R0051,rainy,15.3,0,193,29,164,10.06,1941.44,23.89,441.43,81.27,0.2274
2024-04-19,R0013,sunny,19.3,0,335,88,247,13.35,4470.97,64.87,798.63,68.92,0.1786
2024-04-19,R0057,rainy,17.2,0,455,138,317,17.59,8003.63,73.48,1219.57,108.93,0.1524
2024-04-19,R0038,cloudy,14.3,0,109,28,81,13.45,1465.74,23.39,313.26,62.66,0.2137
2024-04-19,R0028,sunny,6.6,0,265,62,203,13.02,3449.51,43.47,521.66,79.35,0.1512
2024-04-19,R0045,cloudy,12.4,1,176,69,107,20.73,3647.76,61.01,749.27,59.79,0.2054
2024-04-19,R0016,cloudy,17.2,0,177,34,143,15.52,2747.24,28.27,404.96,97.19,0.1474
2024-04-19,R0008,cloudy,12.4,0,425,102,323,14.53,6175.56,74.2,1026.61,83.23,0.1662
2024-04-19,R0009,rainy,9.6,0,315,63,252,14.9,4692.15,46.65,802.24,100.58,0.171
2024-04-19,R0036,sunny,15.1,0,470,171,299,8.34,3919.09,36.95,490.06,106.07,0.125
2024-04-19,R0014,cloudy,12.9,0,362,50,312,12.99,4701.16,55.02,947.72,85.45,0.2016
2024-04-19,R0044,cloudy,8.5,0,242,40,202,11.85,2867.73,33.16,470.11,86.48,0.1639
2024-04-19,R0034,rainy,14.8,1,325,82,243,15.0,4875.35,44.4,735.87,109.79,0.1509
2024-04-19,R0017,cloudy,16.0,1,372,18,354,13.41,4987.28,56.26,812.48,88.65,0.1629
2024-04-19,R0018,sunny,12.0,0,234,59,175,11.86,2774.6,30.55,397.35,90.83,0.1432
2024-04-19,R0019,cloudy,4.3,0,271,78,193,12.75,3455.71,48.03,833.06,71.95,0.2411
2024-04-19,R0012,sunny,20.5,0,339,128,211,15.45,5236.07,58.34,1008.06,89.75,0.1925
2024-04-19,R0042,sunny,13.5,0,654,144,510,19.94,13042.5,161.32,2156.37,80.85,0.1653
2024-04-19,R0003,cloudy,13.2,0,388,40,348,15.98,6200.77,72.77,971.62,85.21,0.1567
2024-04-19,R0046,sunny,8.2,0,582,192,390,10.5,6111.94,77.21,1125.69,79.16,0.1842
2024-04-19,R0060,sunny,6.3,0,393,56,337,7.62,2992.88,47.69,731.24,62.75,0.2443
2024-04-19,R0048,sunny,2.5,0,198,25,173,9.72,1924.23,21.54,319.49,89.34,0.166
2024-04-19,R0015,cloudy,10.8,0,284,14,270,16.39,4655.91,63.84,883.93,72.93,0.1899
2024-04-19,R0021,sunny,16.9,0,284,45,239,9.68,2749.95,35.73,560.31,76.96,0.2038
2024-04-19,R0033,rainy,15.9,0,267,69,198,11.32,3023.6,36.0,583.66,84.0,0.193
2024-04-19,R0037,rainy,1.0,0,259,26,233,11.61,3006.83,42.79,813.83,70.27,0.2707
2024-04-19,R0055,cloudy,15.1,0,126,36,90,13.51,1702.52,28.97,574.21,58.76,0.3373
2024-04-19,R0049,rainy,10.9,0,314,20,294,12.55,3942.19,39.54,647.65,99.7,0.1643
2024-04-19,R0026,rainy,2.6,0,410,115,295,15.6,6396.43,108.87,1418.16,58.75,0.2217
2024-04-19,R0005,cloudy,11.7,0,244,31,213,12.39,3023.69,38.27,644.05,79.02,0.213
2024-04-19,R0031,cloudy,14.1,0,322,29,293,15.81,5092.18,73.64,1112.59,69.15,0.2185
2024-04-19,R0039,sunny,9.5,0,406,74,332,11.96,4855.32,67.87,1057.23,71.54,0.2177
2024-04-19,R0007,cloudy,12.9,0,365,63,302,15.2,5547.32,84.9,1137.64,65.34,0.2051
2024-04-19,R0058,sunny,11.1,0,529,112,417,11.68,6180.4,83.73,1311.73,73.81,0.2122
2024-04-19,R0011,sunny,12.3,0,414,37,377,11.27,4666.56,89.77,1608.69,51.99,0.3447
2024-04-19,R0043,sunny,13.0,1,446,94,352,14.36,6406.26,93.96,1285.14,68.18,0.2006
2024-04-19,R0030,sunny,18.8,0,240,57,183,13.08,3140.23,44.82,933.2,70.06,0.2972
2024-04-19,R0025,sunny,17.3,0,231,70,161,11.93,2755.79,26.69,434.67,103.24,0.1577
2024-04-19,R0027,cloudy,16.9,1,358,76,282,11.6,4154.26,44.97,681.14,92.39,0.164
2024-04-19,R0053,rainy,13.0,0,304,74,230,13.5,4102.99,45.52,693.78,90.14,0.1691
2024-04-19,R0032,cloudy,13.7,0,342,61,281,11.56,3953.93,61.87,769.36,63.91,0.1946
2024-04-20,R0060,sunny,21.9,0,448,111,337,9.21,4127.25,65.84,1009.55,62.68,0.2446
2024-04-20,R0055,cloudy,10.6,1,216,62,154,13.5,2915.96,41.64,825.23,70.03,0.283
2024-04-20,R0030,cloudy,20.4,0,287,37,250,11.42,3276.27,47.27,984.24,69.31,0.3004
2024-04-20,R0025,cloudy,11.0,0,245,37,208,10.6,2596.02,24.49,398.72,106.02,0.1536
2024-04-20,R0049,cloudy,17.9,0,365,30,335,13.56,4947.76,56.17,919.99,88.09,0.1859
2024-04-20,R0032,sunny,10.8,0,379,54,325,11.78,4466.46,68.43,851.01,65.27,0.1905
2024-04-20,R0057,rainy,11.8,0,379,130,249,15.17,5749.89,48.35,802.43,118.93,0.1396
2024-04-20,R0018,sunny,15.6,0,252,39,213,12.7,3201.49,33.16,431.34,96.54,0.1347
2024-04-20,R0016,sunny,17.6,0,232,59,173,12.84,2978.88,34.09,488.4,87.38,0.164
2024-04-20,R0020,sunny,10.6,0,220,56,164,14.02,3084.74,51.16,900.41,60.3,0.2919
2024-04-20,R0045,cloudy,20.2,0,190,40,150,19.75,3753.1,52.4,643.5,71.63,0.1715
2024-04-20,R0022,cloudy,8.4,0,296,74,222,18.09,5355.4,82.09,1223.28,65.24,0.2284
2024-04-20,R0015,sunny,14.3,0,302,47,255,12.9,3895.0,48.3,668.74,80.64,0.1717
2024-04-20,R0010,sunny,21.3,0,333,105,228,9.63,3206.3,38.27,562.64,83.77,0.1755
2024-04-20,R0002,cloudy,20.1,0,359,124,235,14.27,5122.31,53.05,709.11,96.56,0.1384
2024-04-20,R0026,cloudy,13.8,1,620,52,568,14.24,8829.03,144.11,1877.2,61.27,0.2126
2024-04-20,R0013,cloudy,6.1,1,361,109,252,13.24,4781.09,78.97,972.21,60.54,0.2033
2024-04-20,R0005,sunny,15.7,0,397,49,348,10.58,4198.45,45.2,760.78,92.88,0.1812
2024-04-20,R0051,cloudy,15.1,1,335,128,207,12.57,4210.02,53.15,982.02,79.22,0.2333
2024-04-20,R0056,cloudy,6.8,1,333,49,284,12.76,4250.19,57.03,733.88,74.52,0.1727
2024-04-20,R0024,rainy,14.6,1,283,62,221,10.69,3024.93,47.34,687.58,63.9,0.2273
2024-04-20,R0039,sunny,16.0,0,433,170,263,9.77,4229.8,54.1,842.76,78.18,0.1992
2024-04-20,R0042,cloudy,19.1,0,431,139,292,18.24,7861.42,88.62,1184.64,88.7,0.1507
2024-04-20,R0059,cloudy,16.3,0,446,129,317,13.94,6216.41,84.7,1560.85,73.39,0.2511
2024-04-20,R0007,cloudy,13.8,0,379,94,285,14.17,5369.23,69.95,937.36,76.75,0.1746
2024-04-20,R0050,cloudy,15.6,0,272,81,191,12.75,3468.59,25.73,392.54,134.81,0.1132
2024-04-20,R0040,cloudy,4.3,0,426,123,303,17.73,7553.04,90.58,1706.76,83.39,0.226
2024-04-20,R0031,cloudy,9.6,0,303,69,234,12.24,3709.95,38.43,580.58,96.54,0.1565
2024-04-20,R0028,sunny,21.4,0,363,75,288,10.22,3711.18,52.24,626.87,71.04,0.1689
2024-04-20,R0054,cloudy,13.0,0,515,161,354,8.1,4173.4,49.89,743.79,83.65,0.1782
2024-04-20,R0033,cloudy,10.3,0,348,133,215,12.86,4476.03,43.19,700.35,103.63,0.1565
2024-04-20,R0009,sunny,18.1,0,415,113,302,13.03,5407.14,62.77,1079.4,86.15,0.1996
2024-04-20,R0006,cloudy,23.6,0,303,53,250,18.48,5599.94,86.34,1250.61,64.86,0.2233
2024-04-20,R0008,sunny,15.9,0,417,88,329,13.18,5497.97,63.38,876.97,86.74,0.1595
2024-04-20,R0053,rainy,4.9,0,230,91,139,11.52,2648.83,30.94,471.57,85.61,0.178
2024-04-20,R0047,sunny,14.4,0,327,80,247,15.07,4927.44,69.01,1144.7,71.4,0.2323
2024-04-20,R0029,cloudy,9.5,1,491,76,415,14.18,6960.02,106.68,1915.7,65.24,0.2752
2024-04-20,R0003,cloudy,13.3,0,445,50,395,15.78,7022.2,78.78,1051.92,89.13,0.1498
2024-04-20,R0058,cloudy,20.3,1,461,88,373,13.04,6012.46,97.03,1520.04,61.97,0.2528
2024-04-20,R0012,cloudy,15.7,0,352,122,230,14.38,5061.46,61.27,1058.65,82.61,0.2092
2024-04-20,R0038,sunny,6.0,0,145,45,100,12.52,1816.01,31.17,417.38,58.27,0.2298
2024-04-20,R0046,sunny,12.1,0,632,180,452,10.01,6329.38,77.44,1129.1,81.73,0.1784
2024-04-20,R0034,sunny,12.4,1,415,159,256,16.16,6705.75,64.82,1074.19,103.45,0.1602
2024-04-20,R0036,sunny,14.5,0,412,55,357,11.41,4701.47,52.96,702.36,88.78,0.1494
2024-04-20,R0011,rainy,6.5,0,495,137,358,14.63,7243.87,121.45,2176.4,59.65,0.3004
2024-04-20,R0048,cloudy,13.6,0,186,41,145,11.07,2058.14,26.61,394.79,77.33,0.1918
2024-04-20,R0023,sunny,12.2,0,446,127,319,15.9,7089.29,59.08,968.44,120.0,0.1366
2024-04-20,R0017,sunny,16.5,0,394,68,326,12.91,5086.01,62.94,908.97,80.81,0.1787
2024-04-20,R0037,cloudy,18.7,0,316,69,247,14.18,4481.1,45.36,862.66,98.79,0.1925
2024-04-20,R0035,sunny,11.1,0,184,35,149,16.09,2960.01,37.88,750.37,78.14,0.2535
2024-04-20,R0014,cloudy,9.1,0,308,42,266,13.68,4214.48,48.93,842.86,86.13,0.2
2024-04-20,R0027,sunny,9.9,0,330,48,282,13.63,4497.15,47.97,726.62,93.75,0.1616
2024-04-20,R0044,cloudy,10.3,0,206,44,162,10.44,2150.8,31.04,440.08,69.28,0.2046
2024-04-20,R0043,rainy,6.0,0,401,77,324,17.7,7097.76,97.79,1337.44,72.59,0.1884
2024-04-20,R0019,rainy,2.0,0,342,42,300,11.67,3991.77,63.04,1093.43,63.32,0.2739
2024-04-20,R0021,cloudy,14.7,0,299,117,182,11.69,3496.7,47.1,738.5,74.24,0.2112
2024-04-20,R0052,sunny,15.8,0,211,31,180,14.36,3029.37,45.22,752.27,66.99,0.2483
2024-04-20,R0004,sunny,8.7,0,419,106,313,14.09,5905.72,81.56,1226.51,72.41,0.2077
2024-04-20,R0041,cloudy,6.4,0,304,73,231,12.07,3669.92,43.19,552.4,84.96,0.1505
2024-04-20,R0001,rainy,15.5,0,458,122,336,16.65,7625.58,125.79,1509.53,60.62,0.198
2024-04-21,R0055,sunny,13.7,0,149,40,109,11.79,1756.89,25.4,503.32,69.18,0.2865
2024-04-21,R0006,cloudy,13.9,0,278,79,199,20.07,5579.01,72.32,1047.44,77.15,0.1877
2024-04-21,R0008,cloudy,11.9,0,333,75,258,15.3,5094.39,46.9,648.96,108.62,0.1274
2024-04-21,R0038,sunny,8.3,1,160,22,138,12.75,2040.13,26.94,360.73,75.74,0.1768
2024-04-21,R0026,rainy,25.7,0,447,141,306,16.45,7352.77,138.26,1801.01,53.18,0.2449
2024-04-21,R0027,sunny,15.9,0,232,24,208,13.42,3114.26,27.84,421.7,111.87,0.1354
2024-04-21,R0032,sunny,12.3,0,367,29,338,12.22,4484.08,75.58,939.85,59.33,0.2096
2024-04-21,R0054,cloudy,11.0,0,420,78,342,6.14,2578.38,28.83,429.77,89.44,0.1667
2024-04-21,R0051,rainy,20.8,1,225,51,174,12.15,2732.77,28.4,524.78,96.22,0.192
2024-04-21,R0019,rainy,14.8,0,291,72,219,11.44,3329.78,49.07,851.05,67.86,0.2556
2024-04-21,R0048,rainy,7.4,0,132,38,94,13.83,1825.9,18.92,280.66,96.51,0.1537
2024-04-21,R0022,rainy,11.8,0,196,33,163,15.71,3078.25,42.63,635.19,72.22,0.2063
2024-04-21,R0040,cloudy,4.6,1,420,50,370,13.9,5836.8,69.5,1309.58,83.99,0.2244
2024-04-21,R0010,cloudy,5.6,0,270,65,205,9.73,2626.09,37.54,551.85,69.96,0.2101
2024-04-21,R0036,cloudy,3.3,0,375,101,274,10.85,4069.75,46.24,613.28,88.01,0.1507
2024-04-21,R0023,sunny,13.5,0,423,127,296,17.25,7298.4,71.88,1178.29,101.53,0.1614
2024-04-21,R0041,sunny,9.9,0,274,62,212,15.0,4109.58,44.4,567.78,92.57,0.1382
2024-04-21,R0029,cloudy,9.6,0,321,28,293,12.7,4076.74,55.5,996.66,73.45,0.2445
2024-04-21,R0001,cloudy,7.5,0,333,95,238,17.55,5842.83,105.25,1263.03,55.51,0.2162
2024-04-21,R0017,sunny,12.8,0,280,14,266,11.94,3342.55,39.28,567.28,85.09,0.1697
2024-04-21,R0047,sunny,17.3,0,333,48,285,14.68,4889.33,60.57,1004.68,80.72,0.2055
2024-04-21,R0020,cloudy,11.7,0,170,41,129,11.6,1972.59,32.36,569.48,60.97,0.2887
2024-04-21,R0060,rainy,5.1,0,286,79,207,8.68,2481.57,36.64,561.85,67.72,0.2264
2024-04-21,R0039,cloudy,14.4,0,391,132,259,9.07,3546.3,50.44,785.64,70.31,0.2215
2024-04-21,R0025,rainy,15.4,0,181,38,143,9.36,1694.38,18.37,299.16,92.23,0.1766
2024-04-21,R0042,sunny,5.6,0,487,145,342,18.71,9113.74,109.32,1461.31,83.37,0.1603
2024-04-21,R0053,sunny,16.1,1,371,114,257,11.13,4127.81,51.72,788.33,79.81,0.191
2024-04-21,R0046,rainy,9.6,0,396,139,257,9.02,3570.51,39.8,580.25,89.71,0.1625
2024-04-21,R0012,cloudy,12.3,0,234,60,174,14.37,3362.56,39.83,688.21,84.42,0.2047
2024-04-21,R0037,sunny,11.7,0,300,72,228,13.61,4082.42,48.5,922.43,84.17,0.226
2024-04-21,R0003,cloudy,10.7,0,408,94,314,13.7,5587.76,73.66,983.52,75.86,0.176
2024-04-21,R0033,sunny,10.7,0,304,75,229,12.3,3739.28,32.02,519.13,116.79,0.1388
2024-04-21,R0002,cloudy,22.6,0,283,80,203,13.98,3956.67,43.27,578.46,91.43,0.1462
2024-04-21,R0043,cloudy,5.9,0,238,71,167,15.58,3708.41,49.7,679.71,74.62,0.1833
2024-04-21,R0049,sunny,27.3,0,283,86,197,14.48,4098.91,51.6,845.14,79.44,0.2062
2024-04-21,R0021,sunny,16.6,0,309,87,222,6.81,2104.95,26.53,415.96,79.35,0.1976
2024-04-21,R0030,cloudy,14.8,0,222,68,154,12.08,2680.83,41.49,863.78,64.62,0.3222
2024-04-21,R0005,sunny,19.5,1,300,93,207,10.83,3249.29,40.28,677.9,80.67,0.2086
2024-04-21,R0007,rainy,19.7,1,356,97,259,13.69,4873.11,58.14,779.04,83.82,0.1599
2024-04-21,R0031,sunny,5.4,0,386,83,303,14.76,5698.01,73.96,1117.43,77.04,0.1961
2024-04-21,R0058,rainy,15.4,0,429,83,346,12.67,5437.18,71.27,1116.51,76.29,0.2053
2024-04-21,R0034,cloudy,9.4,1,310,94,216,17.22,5338.54,50.27,833.14,106.19,0.1561
2024-04-21,R0015,rainy,15.9,0,259,61,198,12.35,3198.24,43.2,598.1,74.03,0.187
2024-04-21,R0035,sunny,8.3,1,193,16,177,16.93,3266.82,35.75,708.1,91.39,0.2168
2024-04-21,R0028,cloudy,21.4,0,235,85,150,11.57,2718.6,36.24,434.89,75.01,0.16
2024-04-21,R0050,sunny,10.8,0,270,90,180,15.4,4157.48,36.8,561.46,112.97,0.135
2024-04-21,R0059,sunny,15.6,0,345,34,311,11.89,4101.22,56.19,1035.54,72.98,0.2525
2024-04-21,R0024,rainy,16.5,0,176,49,127,11.37,2000.64,28.15,408.93,71.06,0.2044
2024-04-21,R0056,rainy,12.9,0,200,38,162,13.32,2664.0,34.11,438.86,78.11,0.1647
2024-04-21,R0057,sunny,14.7,0,513,159,354,14.39,7379.86,64.3,1067.23,114.77,0.1446
2024-04-21,R0013,sunny,9.5,0,344,17,327,11.83,4068.28,56.73,698.44,71.71,0.1717
2024-04-21,R0011,sunny,16.0,1,568,134,434,10.77,6117.99,99.4,1781.26,61.55,0.2912
2024-04-21,R0045,sunny,22.0,0,177,39,138,19.43,3439.21,54.21,665.73,63.45,0.1936
2024-04-21,R0016,sunny,12.2,0,187,9,178,14.59,2727.59,30.46,436.45,89.53,0.16
2024-04-21,R0018,cloudy,15.8,1,237,84,153,11.91,2821.79,32.4,421.44,87.09,0.1494
2024-04-21,R0044,sunny,16.7,0,261,66,195,10.48,2736.57,35.6,504.62,76.88,0.1844
2024-04-21,R0004,rainy,5.4,0,257,64,193,15.21,3907.85,53.76,808.5,72.68,0.2069
2024-04-21,R0014,cloudy,18.5,0,246,93,153,12.12,2982.43,38.24,658.65,78.0,0.2208
2024-04-21,R0052,sunny,20.6,0,175,62,113,15.32,2681.64,37.34,621.12,71.82,0.2316
2024-04-21,R0009,cloudy,12.6,1,467,74,393,14.92,6967.65,85.61,1472.33,81.38,0.2113
2024-04-22,R0034,cloudy,9.1,0,193,52,141,15.8,3048.76,30.24,501.14,100.82,0.1644
2024-04-22,R0038,sunny,19.2,0,118,6,112,15.07,1778.1,27.01,361.67,65.84,0.2034
2024-04-22,R0055,sunny,12.6,0,112,33,79,15.78,1767.19,28.98,574.35,60.98,0.325
2024-04-22,R0021,sunny,7.6,0,224,57,167,10.26,2299.28,31.57,494.97,72.84,0.2153
2024-04-22,R0056,cloudy,15.3,0,203,49,154,13.25,2688.96,29.13,374.84,92.31,0.1394
2024-04-22,R0016,cloudy,13.8,0,147,23,124,16.42,2413.12,31.99,458.31,75.43,0.1899
2024-04-22,R0004,sunny,2.0,0,363,104,259,12.47,4525.5,59.45,894.03,76.12,0.1976
