date,restaurant_id,city,restaurant_type,weekday_name,revenue,predicted_revenue,orders,staff_hours,recommended_staff_hours,staffing_gap_hours,personnel_cost_ratio,predicted_personnel_cost_ratio,productivity_per_hour,absolute_percentage_error,anomaly_flag,priority,recommendation
2024-02-28,R0040,Darmstadt,fast_food,Wednesday,5615.28,4938.37,348,78.57,62.72,-15.85,0.2637,0.2393,71.47,12.05,0,High,Review potential overstaffing and reduce planned hours
2024-02-28,R0042,Freiburg,casual_dining,Wednesday,5696.94,6371.85,294,69.35,85.79,16.44,0.1627,0.18,82.15,11.85,0,High,Increase planned staff hours for expected demand
2024-02-28,R0043,Stuttgart,delivery_focused,Wednesday,4607.86,3762.06,255,66.9,43.58,-23.32,0.1986,0.1585,68.88,18.36,0,High,Review potential overstaffing and reduce planned hours
2024-02-28,R0046,Frankfurt,delivery_focused,Wednesday,5395.24,4789.11,499,70.31,55.47,-14.84,0.19,0.1689,76.73,11.23,0,High,Review potential overstaffing and reduce planned hours
2024-02-28,R0057,Heidelberg,family_restaurant,Wednesday,5564.49,5702.03,331,47.98,73.38,25.4,0.1431,0.2136,115.99,2.47,0,High,Increase planned staff hours for expected demand
2024-02-27,R0023,Heidelberg,fast_food,Tuesday,4400.41,4363.67,272,39.31,55.42,16.11,0.1464,0.2082,111.94,0.83,0,High,Increase planned staff hours for expected demand
2024-02-27,R0026,Frankfurt,casual_dining,Tuesday,4733.35,4624.97,325,94.72,62.27,-32.45,0.2607,0.1754,49.97,2.29,0,High,Review potential overstaffing and reduce planned hours
2024-02-27,R0057,Heidelberg,family_restaurant,Tuesday,5462.57,5628.47,318,54.98,72.43,17.45,0.1671,0.2136,99.35,3.04,0,High,Increase planned staff hours for expected demand
2024-02-26,R0001,Karlsruhe,casual_dining,Monday,4260.23,4283.33,240,71.93,57.67,-14.26,0.2026,0.1616,59.23,0.54,0,High,Review potential overstaffing and reduce planned hours
2024-02-26,R0023,Heidelberg,fast_food,Monday,3985.08,4186.4,276,38.19,53.17,14.98,0.1571,0.2082,104.35,5.05,0,High,Increase planned staff hours for expected demand
2024-02-26,R0042,Freiburg,casual_dining,Monday,7789.59,7324.7,388,123.56,98.62,-24.94,0.212,0.18,63.04,5.97,0,High,Review potential overstaffing and reduce planned hours
2024-02-25,R0001,Karlsruhe,casual_dining,Sunday,5634.63,5448.87,366,87.51,73.36,-14.15,0.1864,0.1616,64.39,3.3,0,High,Review potential overstaffing and reduce planned hours
2024-02-25,R0011,Stuttgart,fast_food,Sunday,5168.79,4967.55,431,112.09,63.09,-49.0,0.3886,0.2276,46.11,3.89,0,High,Review potential overstaffing and reduce planned hours
2024-02-25,R0022,Mannheim,casual_dining,Sunday,4086.71,3951.21,217,69.04,53.2,-15.84,0.2518,0.2006,59.19,3.32,0,High,Review potential overstaffing and reduce planned hours
2024-02-25,R0023,Heidelberg,fast_food,Sunday,5219.29,5313.46,326,47.76,67.48,19.72,0.15,0.2082,109.29,1.8,0,High,Increase planned staff hours for expected demand
2024-02-25,R0034,Freiburg,delivery_focused,Sunday,2462.33,3615.17,178,21.85,41.88,20.03,0.147,0.192,112.7,46.82,1,High,Increase planned staff hours for expected demand
2024-02-24,R0001,Karlsruhe,casual_dining,Saturday,6705.43,6220.49,400,105.02,83.75,-21.27,0.188,0.1616,63.85,7.23,0,High,Review potential overstaffing and reduce planned hours
2024-02-24,R0002,Heidelberg,delivery_focused,Saturday,4589.7,4398.18,358,35.29,50.95,15.66,0.1028,0.1549,130.07,4.17,0,High,Increase planned staff hours for expected demand
2024-02-24,R0006,Freiburg,fast_food,Saturday,5871.21,6194.11,306,95.45,78.67,-16.78,0.2355,0.1839,61.51,5.5,0,High,Review potential overstaffing and reduce planned hours
2024-02-24,R0011,Stuttgart,fast_food,Saturday,5669.48,5310.54,423,105.07,67.44,-37.63,0.3321,0.2276,53.96,6.33,0,High,Review potential overstaffing and reduce planned hours
2024-02-24,R0022,Mannheim,casual_dining,Saturday,5426.27,5030.96,312,97.14,67.73,-29.41,0.2668,0.2006,55.86,7.29,0,High,Review potential overstaffing and reduce planned hours
2024-02-24,R0026,Frankfurt,casual_dining,Saturday,6947.08,6464.49,414,124.14,87.03,-37.11,0.2328,0.1754,55.96,6.95,0,High,Review potential overstaffing and reduce planned hours
2024-02-24,R0029,Karlsruhe,coffee_shop,Saturday,6329.14,6175.07,458,64.44,81.75,17.31,0.1828,0.2378,98.22,2.43,0,High,Increase planned staff hours for expected demand
2024-02-24,R0043,Stuttgart,delivery_focused,Saturday,5026.02,5041.13,328,73.24,58.39,-14.85,0.1993,0.1585,68.63,0.3,0,High,Review potential overstaffing and reduce planned hours
2024-02-24,R0045,Karlsruhe,delivery_focused,Saturday,2933.9,3189.69,158,52.66,36.95,-15.71,0.2204,0.1423,55.71,8.72,0,High,Review potential overstaffing and reduce planned hours
2024-02-24,R0057,Heidelberg,family_restaurant,Saturday,5884.79,6544.63,387,57.51,84.22,26.71,0.1622,0.2136,102.33,11.21,0,High,Increase planned staff hours for expected demand
2024-02-24,R0058,Freiburg,coffee_shop,Saturday,5952.89,6439.22,464,67.21,85.24,18.03,0.1769,0.2074,88.57,8.17,0,High,Increase planned staff hours for expected demand
2024-02-23,R0003,Darmstadt,coffee_shop,Friday,4923.32,5328.08,316,54.73,70.53,15.8,0.1484,0.1767,89.96,8.22,0,High,Increase planned staff hours for expected demand
2024-02-23,R0006,Freiburg,fast_food,Friday,7039.36,5964.37,363,104.87,75.75,-29.12,0.2158,0.1839,67.12,15.27,0,High,Review potential overstaffing and reduce planned hours
2024-02-23,R0011,Stuttgart,fast_food,Friday,5195.2,4791.23,472,89.19,60.85,-28.34,0.3077,0.2276,58.25,7.78,0,High,Review potential overstaffing and reduce planned hours
2024-02-23,R0022,Mannheim,casual_dining,Friday,2508.07,3405.54,148,37.72,45.85,8.13,0.2241,0.2006,66.49,35.78,1,High,Increase planned staff hours for expected demand
2024-02-23,R0023,Heidelberg,fast_food,Friday,4492.42,4867.39,290,39.67,61.82,22.15,0.1448,0.2082,113.23,8.35,0,High,Increase planned staff hours for expected demand
2024-02-23,R0026,Frankfurt,casual_dining,Friday,5628.26,5785.74,407,116.44,77.9,-38.54,0.2695,0.1754,48.33,2.8,0,High,Review potential overstaffing and reduce planned hours
2024-02-23,R0032,Heidelberg,family_restaurant,Friday,3843.56,3930.17,274,68.14,50.58,-17.56,0.2205,0.1601,56.41,2.25,0,High,Review potential overstaffing and reduce planned hours
2024-02-23,R0039,Mannheim,delivery_focused,Friday,2423.29,3405.24,282,42.38,39.44,-2.94,0.2724,0.1805,57.18,40.52,1,High,Check forecast deviation and possible local event/anomaly
2024-02-23,R0047,Darmstadt,fast_food,Friday,2130.1,3052.24,183,23.3,38.76,15.46,0.1814,0.2107,91.42,43.29,1,High,Increase planned staff hours for expected demand
2024-02-23,R0049,Heidelberg,coffee_shop,Friday,4119.36,4115.45,296,40.43,54.48,14.05,0.1608,0.2168,101.89,0.09,0,High,Increase planned staff hours for expected demand
2024-02-23,R0050,Karlsruhe,delivery_focused,Friday,2610.18,3171.04,222,21.16,36.73,15.57,0.1237,0.1768,123.33,21.49,0,High,Increase planned staff hours for expected demand
2024-02-23,R0053,Mannheim,delivery_focused,Friday,4990.54,4620.63,366,74.0,53.52,-20.48,0.226,0.1765,67.44,7.41,0,High,Review potential overstaffing and reduce planned hours
2024-02-23,R0057,Heidelberg,family_restaurant,Friday,7067.53,6716.13,429,63.67,86.43,22.76,0.1495,0.2136,111.0,4.97,0,High,Increase planned staff hours for expected demand
2024-02-22,R0004,Freiburg,fast_food,Thursday,5171.46,4428.93,344,79.69,56.25,-23.44,0.2317,0.191,64.9,14.36,0,High,Review potential overstaffing and reduce planned hours
2024-02-22,R0026,Frankfurt,casual_dining,Thursday,6523.19,5798.64,432,128.66,78.07,-50.59,0.2569,0.1754,50.7,11.11,0,High,Review potential overstaffing and reduce planned hours
2024-02-22,R0057,Heidelberg,family_restaurant,Thursday,5809.9,5674.16,385,57.19,73.02,15.83,0.1634,0.2136,101.6,2.34,0,High,Increase planned staff hours for expected demand
2024-02-21,R0001,Karlsruhe,casual_dining,Wednesday,4926.69,4716.1,303,84.61,63.5,-21.11,0.2061,0.1616,58.23,4.27,0,High,Review potential overstaffing and reduce planned hours
2024-02-21,R0011,Stuttgart,fast_food,Wednesday,3832.78,3774.64,312,73.47,47.94,-25.53,0.3435,0.2276,52.17,1.52,0,High,Review potential overstaffing and reduce planned hours
2024-02-21,R0023,Heidelberg,fast_food,Wednesday,4622.3,4870.56,286,46.1,61.86,15.76,0.1635,0.2082,100.28,5.37,0,High,Increase planned staff hours for expected demand
2024-02-21,R0026,Frankfurt,casual_dining,Wednesday,3747.41,3965.76,287,72.33,53.39,-18.94,0.2514,0.1754,51.81,5.83,0,High,Review potential overstaffing and reduce planned hours
2024-02-21,R0042,Freiburg,casual_dining,Wednesday,6716.33,6490.06,406,102.45,87.38,-15.07,0.2039,0.18,65.55,3.37,0,High,Review potential overstaffing and reduce planned hours
2024-02-21,R0057,Heidelberg,family_restaurant,Wednesday,4331.7,4624.88,274,38.81,59.52,20.71,0.1487,0.2136,111.62,6.77,0,High,Increase planned staff hours for expected demand
2024-02-20,R0003,Darmstadt,coffee_shop,Tuesday,3572.97,4023.44,282,38.87,53.26,14.39,0.1453,0.1767,91.92,12.61,0,High,Increase planned staff hours for expected demand
2024-02-20,R0009,Heidelberg,fast_food,Tuesday,4462.53,3668.26,274,63.17,46.59,-16.58,0.2434,0.2185,70.65,17.8,0,High,Review potential overstaffing and reduce planned hours
2024-02-20,R0011,Stuttgart,fast_food,Tuesday,3373.08,3352.61,320,58.04,42.58,-15.46,0.3084,0.2276,58.11,0.61,0,High,Review potential overstaffing and reduce planned hours
2024-02-20,R0026,Frankfurt,casual_dining,Tuesday,5168.08,4990.28,354,104.77,67.19,-37.58,0.2641,0.1754,49.33,3.44,0,High,Review potential overstaffing and reduce planned hours
2024-02-20,R0057,Heidelberg,family_restaurant,Tuesday,5277.02,5433.4,315,50.11,69.92,19.81,0.1576,0.2136,105.31,2.96,0,High,Increase planned staff hours for expected demand
2024-02-19,R0001,Karlsruhe,casual_dining,Monday,5248.82,4670.03,277,85.5,62.87,-22.63,0.1955,0.1615,61.39,11.03,0,High,Review potential overstaffing and reduce planned hours
2024-02-19,R0010,Mannheim,delivery_focused,Monday,1279.88,1739.31,184,12.0,20.15,8.15,0.1378,0.1703,106.66,35.9,1,High,Increase planned staff hours for expected demand
2024-02-19,R0019,Stuttgart,fast_food,Monday,3561.24,3565.87,234,61.14,45.29,-15.85,0.2977,0.2202,58.25,0.13,0,High,Review potential overstaffing and reduce planned hours
2024-02-19,R0023,Heidelberg,fast_food,Monday,5287.96,5215.74,340,46.58,66.24,19.66,0.1444,0.2082,113.51,1.37,0,High,Increase planned staff hours for expected demand
2024-02-19,R0026,Frankfurt,casual_dining,Monday,4406.59,4405.74,292,90.43,59.32,-31.11,0.2673,0.1754,48.73,0.02,0,High,Review potential overstaffing and reduce planned hours
2024-02-19,R0057,Heidelberg,family_restaurant,Monday,4800.71,5196.6,275,49.22,66.88,17.66,0.1702,0.2136,97.53,8.25,0,High,Increase planned staff hours for expected demand
2024-02-19,R0058,Freiburg,coffee_shop,Monday,5215.09,4380.53,351,80.88,57.99,-22.89,0.243,0.2074,64.48,16.0,0,High,Review potential overstaffing and reduce planned hours
2024-02-18,R0013,Frankfurt,casual_dining,Sunday,5732.6,5027.26,377,96.34,67.68,-28.66,0.2069,0.1657,59.5,12.3,0,High,Review potential overstaffing and reduce planned hours
2024-02-18,R0014,Karlsruhe,fast_food,Sunday,5015.73,4452.81,339,72.05,56.55,-15.5,0.2475,0.2188,69.61,11.22,0,High,Review potential overstaffing and reduce planned hours
2024-02-18,R0022,Mannheim,casual_dining,Sunday,4173.31,3896.54,219,70.85,52.46,-18.39,0.253,0.2006,58.9,6.63,0,High,Review potential overstaffing and reduce planned hours
2024-02-18,R0026,Frankfurt,casual_dining,Sunday,7857.68,8021.55,504,147.27,108.0,-39.27,0.2441,0.1754,53.36,2.09,0,High,Review potential overstaffing and reduce planned hours
2024-02-18,R0029,Karlsruhe,coffee_shop,Sunday,6498.07,5111.23,409,94.72,67.66,-27.06,0.2618,0.2377,68.6,21.34,1,High,Review potential overstaffing and reduce planned hours
2024-02-18,R0032,Heidelberg,family_restaurant,Sunday,4600.96,4624.98,384,77.13,59.52,-17.61,0.2085,0.1601,59.65,0.52,0,High,Review potential overstaffing and reduce planned hours
2024-02-18,R0042,Freiburg,casual_dining,Sunday,7210.82,7926.09,358,75.89,106.71,30.82,0.1407,0.18,95.02,9.92,0,High,Increase planned staff hours for expected demand
2024-02-18,R0045,Karlsruhe,delivery_focused,Sunday,3888.26,3284.86,177,56.44,38.05,-18.39,0.1783,0.1422,68.89,15.52,0,High,Review potential overstaffing and reduce planned hours
2024-02-18,R0057,Heidelberg,family_restaurant,Sunday,6015.52,5750.15,398,59.41,74.0,14.59,0.1639,0.2136,101.26,4.41,0,High,Increase planned staff hours for expected demand
2024-02-17,R0003,Darmstadt,coffee_shop,Saturday,4967.15,5867.52,279,53.59,77.67,24.08,0.1441,0.1767,92.68,18.13,0,High,Increase planned staff hours for expected demand
2024-02-17,R0006,Freiburg,fast_food,Saturday,5110.88,5749.19,291,57.04,73.01,15.97,0.1617,0.1839,89.6,12.49,0,High,Increase planned staff hours for expected demand
2024-02-17,R0007,Freiburg,casual_dining,Saturday,6938.34,6093.71,444,102.68,82.04,-20.64,0.1983,0.1804,67.58,12.17,0,High,Review potential overstaffing and reduce planned hours
2024-02-17,R0009,Heidelberg,fast_food,Saturday,5574.69,5707.14,388,54.98,72.48,17.5,0.1696,0.2184,101.39,2.38,0,High,Increase planned staff hours for expected demand
2024-02-17,R0011,Stuttgart,fast_food,Saturday,4582.04,4724.92,391,86.78,60.01,-26.77,0.3394,0.2276,52.8,3.12,0,High,Review potential overstaffing and reduce planned hours
2024-02-17,R0021,Heidelberg,coffee_shop,Saturday,1405.57,2013.51,237,17.43,26.65,9.22,0.1944,0.2075,80.65,43.25,1,High,Increase planned staff hours for expected demand
2024-02-17,R0023,Heidelberg,fast_food,Saturday,5712.23,5796.45,413,49.46,73.62,24.16,0.1419,0.2082,115.5,1.47,0,High,Increase planned staff hours for expected demand
2024-02-17,R0024,Mannheim,coffee_shop,Saturday,1888.98,2553.16,230,29.83,33.8,3.97,0.2294,0.1924,63.32,35.16,1,High,Check forecast deviation and possible local event/anomaly
2024-02-17,R0026,Frankfurt,casual_dining,Saturday,5603.94,6247.66,336,134.53,84.12,-50.41,0.3127,0.1754,41.66,11.49,0,High,Review potential overstaffing and reduce planned hours
2024-02-17,R0040,Darmstadt,fast_food,Saturday,6957.63,6203.72,468,111.25,78.79,-32.46,0.3013,0.2393,62.54,10.84,0,High,Review potential overstaffing and reduce planned hours
2024-02-17,R0045,Karlsruhe,delivery_focused,Saturday,3571.18,3163.45,178,51.56,36.64,-14.92,0.1773,0.1422,69.26,11.42,0,High,Review potential overstaffing and reduce planned hours
2024-02-17,R0057,Heidelberg,family_restaurant,Saturday,7838.57,7579.34,457,75.07,97.54,22.47,0.159,0.2136,104.41,3.31,0,High,Increase planned staff hours for expected demand
2024-02-16,R0001,Karlsruhe,casual_dining,Friday,7303.72,7228.63,449,116.56,97.32,-19.24,0.1915,0.1616,62.66,1.03,0,High,Review potential overstaffing and reduce planned hours
2024-02-16,R0023,Heidelberg,fast_food,Friday,5840.24,5539.21,373,54.13,70.35,16.22,0.1519,0.2082,107.9,5.15,0,High,Increase planned staff hours for expected demand
2024-02-16,R0026,Frankfurt,casual_dining,Friday,5550.55,5904.7,435,119.83,79.5,-40.33,0.2812,0.1754,46.32,6.38,0,High,Review potential overstaffing and reduce planned hours
2024-02-16,R0042,Freiburg,casual_dining,Friday,8405.93,8651.11,467,101.09,116.47,15.38,0.1608,0.18,83.15,2.92,0,High,Increase planned staff hours for expected demand
2024-02-16,R0057,Heidelberg,family_restaurant,Friday,4535.28,5296.42,302,44.79,68.16,23.37,0.1639,0.2136,101.25,16.78,0,High,Increase planned staff hours for expected demand
2024-02-16,R0060,Heidelberg,coffee_shop,Friday,4273.5,3745.78,412,70.7,49.59,-21.11,0.2537,0.203,60.45,12.35,0,High,Review potential overstaffing and reduce planned hours
2024-02-15,R0001,Karlsruhe,casual_dining,Thursday,4337.58,4600.83,270,80.59,61.94,-18.65,0.2229,0.1616,53.82,6.07,0,High,Review potential overstaffing and reduce planned hours
2024-02-15,R0006,Freiburg,fast_food,Thursday,6711.29,5404.14,343,103.16,68.63,-34.53,0.2226,0.1839,65.05,19.48,0,High,Review potential overstaffing and reduce planned hours
2024-02-15,R0010,Mannheim,delivery_focused,Thursday,2718.19,2337.53,253,42.41,27.08,-15.33,0.2294,0.1703,64.09,14.0,0,High,Review potential overstaffing and reduce planned hours
2024-02-15,R0019,Stuttgart,fast_food,Thursday,3672.57,3399.62,322,58.87,43.18,-15.69,0.278,0.2202,62.39,7.43,0,High,Review potential overstaffing and reduce planned hours
2024-02-15,R0023,Heidelberg,fast_food,Thursday,5089.37,5018.87,354,49.6,63.74,14.14,0.1597,0.2082,102.61,1.39,0,High,Increase planned staff hours for expected demand
2024-02-15,R0026,Frankfurt,casual_dining,Thursday,5448.0,5411.84,376,118.75,72.86,-45.89,0.2839,0.1754,45.88,0.66,0,High,Review potential overstaffing and reduce planned hours
2024-02-15,R0033,Darmstadt,delivery_focused,Thursday,1736.35,2534.49,142,23.0,29.36,6.36,0.2148,0.1878,75.5,45.97,1,High,Check forecast deviation and possible local event/anomaly
2024-02-15,R0042,Freiburg,casual_dining,Thursday,5724.31,6749.09,378,68.0,90.87,22.87,0.1588,0.18,84.18,17.9,0,High,Increase planned staff hours for expected demand
2024-02-14,R0006,Freiburg,fast_food,Wednesday,6137.25,5096.49,341,83.63,64.73,-18.9,0.1974,0.1839,73.39,16.96,0,High,Review potential overstaffing and reduce planned hours
2024-02-14,R0011,Stuttgart,fast_food,Wednesday,5174.77,4268.89,422,91.61,54.22,-37.39,0.3173,0.2276,56.49,17.51,0,High,Review potential overstaffing and reduce planned hours
2024-02-14,R0024,Mannheim,coffee_shop,Wednesday,2430.8,2173.41,194,44.61,28.77,-15.84,0.2666,0.1923,54.48,10.59,0,High,Review potential overstaffing and reduce planned hours
2024-02-14,R0026,Frankfurt,casual_dining,Wednesday,5173.93,5017.37,346,111.26,67.55,-43.71,0.2801,0.1754,46.5,3.03,0,High,Review potential overstaffing and reduce planned hours
2024-02-14,R0027,Heidelberg,fast_food,Wednesday,3191.71,2933.59,231,22.94,37.26,14.32,0.1089,0.1924,139.11,8.09,0,High,Increase planned staff hours for expected demand
2024-02-14,R0032,Heidelberg,family_restaurant,Wednesday,5167.35,4181.61,350,84.09,53.81,-30.28,0.2024,0.1601,61.45,19.08,0,High,Review potential overstaffing and reduce planned hours
2024-02-14,R0043,Stuttgart,delivery_focused,Wednesday,4213.96,4355.49,265,67.72,50.45,-17.27,0.2198,0.1585,62.22,3.36,0,High,Review potential overstaffing and reduce planned hours
2024-02-14,R0057,Heidelberg,family_restaurant,Wednesday,6998.58,6490.84,452,57.26,83.53,26.27,0.1358,0.2136,122.22,7.25,0,High,Increase planned staff hours for expected demand
2024-02-14,R0060,Heidelberg,coffee_shop,Wednesday,3077.23,2589.1,342,52.66,34.27,-18.39,0.2624,0.2029,58.44,15.86,0,High,Review potential overstaffing and reduce planned hours
2024-02-13,R0004,Freiburg,fast_food,Tuesday,5425.55,4640.52,320,83.34,58.93,-24.41,0.231,0.191,65.1,14.47,0,High,Review potential overstaffing and reduce planned hours
2024-02-13,R0011,Stuttgart,fast_food,Tuesday,2897.0,3052.12,267,55.82,38.76,-17.06,0.3453,0.2276,51.9,5.35,0,High,Review potential overstaffing and reduce planned hours
2024-02-13,R0020,Frankfurt,fast_food,Tuesday,1973.68,1734.1,137,39.16,22.02,-17.14,0.3493,0.2235,50.4,12.14,0,High,Review potential overstaffing and reduce planned hours
2024-02-13,R0023,Heidelberg,fast_food,Tuesday,3508.44,3873.27,213,35.18,49.19,14.01,0.1643,0.2081,99.74,10.4,0,High,Increase planned staff hours for expected demand
2024-02-13,R0026,Frankfurt,casual_dining,Tuesday,4352.44,4642.97,300,77.51,62.51,-15.0,0.232,0.1754,56.15,6.68,0,High,Review potential overstaffing and reduce planned hours
2024-02-13,R0043,Stuttgart,delivery_focused,Tuesday,5128.16,4587.39,283,70.41,53.14,-17.27,0.1878,0.1585,72.83,10.55,0,High,Review potential overstaffing and reduce planned hours
2024-02-12,R0011,Stuttgart,fast_food,Monday,3556.01,3346.71,281,60.39,42.5,-17.89,0.3044,0.2276,58.88,5.89,0,High,Review potential overstaffing and reduce planned hours
2024-02-12,R0026,Frankfurt,casual_dining,Monday,5627.45,5241.65,356,99.55,70.57,-28.98,0.2304,0.1754,56.53,6.86,0,High,Review potential overstaffing and reduce planned hours
2024-02-12,R0057,Heidelberg,family_restaurant,Monday,4426.74,5050.61,252,45.73,65.0,19.27,0.1714,0.2136,96.81,14.09,0,High,Increase planned staff hours for expected demand
2024-02-11,R0001,Karlsruhe,casual_dining,Sunday,6417.0,5740.79,420,103.33,77.29,-26.04,0.1932,0.1616,62.1,10.54,0,High,Review potential overstaffing and reduce planned hours
2024-02-11,R0011,Stuttgart,fast_food,Sunday,3519.55,3605.5,336,63.67,45.79,-17.88,0.3242,0.2276,55.28,2.44,0,High,Review potential overstaffing and reduce planned hours
2024-02-11,R0018,Darmstadt,casual_dining,Sunday,1089.54,1508.81,141,12.0,20.31,8.31,0.1433,0.1751,90.8,38.48,1,High,Increase planned staff hours for expected demand
2024-02-11,R0020,Frankfurt,fast_food,Sunday,2094.26,2072.69,146,41.75,26.32,-15.43,0.3509,0.2235,50.16,1.03,0,High,Review potential overstaffing and reduce planned hours
2024-02-11,R0022,Mannheim,casual_dining,Sunday,4398.81,4130.89,269,73.45,55.62,-17.83,0.2488,0.2006,59.89,6.09,0,High,Review potential overstaffing and reduce planned hours
2024-02-11,R0023,Heidelberg,fast_food,Sunday,4105.48,4783.88,272,40.75,60.76,20.01,0.1627,0.2082,100.76,16.52,0,High,Increase planned staff hours for expected demand
2024-02-11,R0026,Frankfurt,casual_dining,Sunday,6247.95,6066.96,455,121.73,81.68,-40.05,0.2538,0.1754,51.33,2.9,0,High,Review potential overstaffing and reduce planned hours
2024-02-11,R0036,Darmstadt,fast_food,Sunday,2096.63,3412.15,233,23.7,43.33,19.63,0.1499,0.1684,88.46,62.74,1,High,Increase planned staff hours for expected demand
2024-02-11,R0057,Heidelberg,family_restaurant,Sunday,5159.24,5397.93,341,48.87,69.47,20.6,0.1572,0.2136,105.56,4.63,0,High,Increase planned staff hours for expected demand
2024-02-11,R0058,Freiburg,coffee_shop,Sunday,7261.02,6248.62,490,103.09,82.72,-20.37,0.2224,0.2074,70.44,13.94,0,High,Review potential overstaffing and reduce planned hours
2024-02-10,R0004,Freiburg,fast_food,Saturday,5684.41,5883.83,432,88.73,74.72,-14.01,0.2347,0.191,64.06,3.51,0,High,Review potential overstaffing and reduce planned hours
2024-02-10,R0011,Stuttgart,fast_food,Saturday,4279.63,4770.79,380,74.95,60.59,-14.36,0.3139,0.2276,57.1,11.48,0,High,Review potential overstaffing and reduce planned hours
2024-02-10,R0023,Heidelberg,fast_food,Saturday,6560.09,6455.25,434,52.29,81.98,29.69,0.1307,0.2081,125.47,1.6,0,High,Increase planned staff hours for expected demand
2024-02-10,R0026,Frankfurt,casual_dining,Saturday,6545.34,7431.1,479,160.27,100.05,-60.22,0.319,0.1754,40.84,13.53,0,High,Review potential overstaffing and reduce planned hours
2024-02-10,R0028,Darmstadt,family_restaurant,Saturday,2216.45,3039.19,242,31.73,39.11,7.38,0.1718,0.1544,69.86,37.12,1,High,Check forecast deviation and possible local event/anomaly
2024-02-10,R0029,Karlsruhe,coffee_shop,Saturday,8200.1,6557.52,495,101.79,86.81,-14.98,0.2229,0.2378,80.56,20.03,1,High,Review potential overstaffing and reduce planned hours
2024-02-10,R0042,Freiburg,casual_dining,Saturday,10606.46,9279.66,598,154.19,124.94,-29.25,0.1943,0.18,68.79,12.51,1,High,Review potential overstaffing and reduce planned hours
2024-02-10,R0043,Stuttgart,delivery_focused,Saturday,6163.18,5755.32,371,84.29,66.67,-17.62,0.1871,0.1585,73.12,6.62,0,High,Review potential overstaffing and reduce planned hours
2024-02-10,R0053,Mannheim,delivery_focused,Saturday,4138.44,4267.88,320,66.26,49.44,-16.82,0.244,0.1765,62.46,3.13,0,High,Review potential overstaffing and reduce planned hours
2024-02-10,R0057,Heidelberg,family_restaurant,Saturday,7596.65,7968.67,519,79.91,102.55,22.64,0.1746,0.2136,95.07,4.9,0,High,Increase planned staff hours for expected demand
2024-02-09,R0011,Stuttgart,fast_food,Friday,6154.2,5231.02,509,102.43,66.43,-36.0,0.2983,0.2276,60.08,15.0,0,High,Review potential overstaffing and reduce planned hours
2024-02-09,R0023,Heidelberg,fast_food,Friday,6544.36,6760.81,466,68.71,85.86,17.15,0.1721,0.2081,95.25,3.31,0,High,Increase planned staff hours for expected demand
2024-02-09,R0024,Mannheim,coffee_shop,Friday,3191.83,2983.12,265,56.15,39.49,-16.66,0.2555,0.1923,56.84,6.54,0,High,Review potential overstaffing and reduce planned hours
2024-02-09,R0026,Frankfurt,casual_dining,Friday,8012.64,7387.9,483,150.69,99.47,-51.22,0.245,0.1754,53.17,7.8,0,High,Review potential overstaffing and reduce planned hours
2024-02-09,R0041,Freiburg,fast_food,Friday,2146.26,3304.45,216,30.25,41.97,11.72,0.1802,0.1624,70.96,53.96,1,High,Increase planned staff hours for expected demand
2024-02-09,R0057,Heidelberg,family_restaurant,Friday,5857.21,6088.8,356,54.5,78.36,23.86,0.1544,0.2136,107.47,3.95,0,High,Increase planned staff hours for expected demand
2024-02-08,R0003,Darmstadt,coffee_shop,Thursday,4698.67,4651.78,332,43.95,61.58,17.63,0.1249,0.1767,106.91,1.0,0,High,Increase planned staff hours for expected demand
2024-02-08,R0006,Freiburg,fast_food,Thursday,3045.22,4357.07,176,43.27,55.33,12.06,0.2058,0.1839,70.38,43.08,1,High,Increase planned staff hours for expected demand
2024-02-08,R0021,Heidelberg,coffee_shop,Thursday,1152.77,1832.14,181,13.58,24.25,10.67,0.1847,0.2075,84.88,58.93,1,High,Increase planned staff hours for expected demand
2024-02-08,R0022,Mannheim,casual_dining,Thursday,3922.35,3414.51,230,60.65,45.97,-14.68,0.2304,0.2006,64.67,12.95,0,High,Review potential overstaffing and reduce planned hours
2024-02-08,R0026,Frankfurt,casual_dining,Thursday,6067.52,5817.5,407,114.85,78.32,-36.53,0.2466,0.1754,52.83,4.12,0,High,Review potential overstaffing and reduce planned hours
2024-02-08,R0043,Stuttgart,delivery_focused,Thursday,4977.24,4272.95,273,65.15,49.5,-15.65,0.179,0.1585,76.4,14.15,0,High,Review potential overstaffing and reduce planned hours
2024-02-08,R0057,Heidelberg,family_restaurant,Thursday,5075.99,5211.78,293,45.47,67.07,21.6,0.1487,0.2136,111.63,2.68,0,High,Increase planned staff hours for expected demand
2024-02-08,R0059,Darmstadt,fast_food,Thursday,2987.93,3482.54,231,28.17,44.23,16.06,0.1737,0.2341,106.07,16.55,0,High,Increase planned staff hours for expected demand
2024-02-07,R0011,Stuttgart,fast_food,Wednesday,3348.57,3551.65,308,66.04,45.11,-20.93,0.3534,0.2276,50.71,6.06,0,High,Review potential overstaffing and reduce planned hours
2024-02-07,R0020,Frankfurt,fast_food,Wednesday,1270.3,1739.87,122,26.74,22.1,-4.64,0.3705,0.2236,47.5,36.97,1,High,Investigate high personnel cost ratio
