date,restaurant_id,city,restaurant_type,weekday,weekday_name,month,is_weekend,is_holiday,weather,temperature,promotion_active,orders,delivery_orders,dine_in_orders,avg_order_value,revenue,staff_hours,hourly_wage,labor_cost,productivity_per_hour,personnel_cost_ratio
2024-02-24,R0007,Freiburg,casual_dining,5,Saturday,2,1,0,cloudy,5.6,1,371,32,339,11.36,4214.26,70.36,13.4,942.75,59.9,0.2237
2024-02-25,R0007,Freiburg,casual_dining,6,Sunday,2,1,0,cloudy,-7.1,0,343,69,274,10.35,3550.68,57.72,13.4,773.46,61.51,0.2178
2024-02-26,R0007,Freiburg,casual_dining,0,Monday,2,0,0,snowy,7.6,0,170,32,138,15.02,2553.57,35.98,13.4,482.15,70.97,0.1888
2024-02-27,R0007,Freiburg,casual_dining,1,Tuesday,2,0,0,cloudy,5.4,0,238,41,197,13.6,3236.07,38.7,13.4,518.62,83.61,0.1603
2024-02-28,R0007,Freiburg,casual_dining,2,Wednesday,2,0,0,cloudy,1.9,0,267,54,213,14.38,3840.18,54.81,13.4,734.44,70.06,0.1913
2024-02-29,R0007,Freiburg,casual_dining,3,Thursday,2,0,0,snowy,1.6,0,220,67,153,11.28,2481.47,32.6,13.4,436.81,76.12,0.176
2024-03-01,R0007,Freiburg,casual_dining,4,Friday,3,0,0,rainy,13.4,0,371,113,258,12.52,4643.28,66.08,13.4,885.42,70.27,0.1907
2024-03-02,R0007,Freiburg,casual_dining,5,Saturday,3,1,0,sunny,14.8,1,456,67,389,13.24,6037.51,93.3,13.4,1250.23,64.71,0.2071
2024-03-03,R0007,Freiburg,casual_dining,6,Sunday,3,1,0,sunny,10.2,0,359,99,260,12.38,4443.82,62.99,13.4,843.98,70.55,0.1899
2024-03-04,R0007,Freiburg,casual_dining,0,Monday,3,0,0,rainy,10.3,0,257,51,206,11.85,3045.94,44.72,13.4,599.28,68.11,0.1967
2024-03-05,R0007,Freiburg,casual_dining,1,Tuesday,3,0,0,sunny,21.1,0,287,35,252,10.52,3019.13,41.24,13.4,552.63,73.21,0.183
2024-03-06,R0007,Freiburg,casual_dining,2,Wednesday,3,0,0,cloudy,9.4,0,285,46,239,13.4,3818.28,54.62,13.4,731.93,69.9,0.1917
2024-03-07,R0007,Freiburg,casual_dining,3,Thursday,3,0,0,sunny,15.6,1,336,104,232,13.34,4482.87,71.46,13.4,957.59,62.73,0.2136
2024-03-08,R0007,Freiburg,casual_dining,4,Friday,3,0,0,sunny,19.6,0,340,38,302,10.87,3694.24,51.55,13.4,690.77,71.66,0.187
2024-03-09,R0007,Freiburg,casual_dining,5,Saturday,3,1,0,rainy,12.5,0,328,59,269,14.28,4683.5,71.01,13.4,951.51,65.96,0.2032
2024-03-10,R0007,Freiburg,casual_dining,6,Sunday,3,1,0,sunny,17.0,0,379,122,257,10.78,4085.8,57.84,13.4,775.1,70.63,0.1897
2024-03-11,R0007,Freiburg,casual_dining,0,Monday,3,0,0,cloudy,13.0,1,339,93,246,12.66,4291.88,61.13,13.4,819.05,70.21,0.1908
2024-03-12,R0007,Freiburg,casual_dining,1,Tuesday,3,0,0,cloudy,18.3,0,263,68,195,15.3,4023.04,56.43,13.4,756.2,71.29,0.188
2024-03-13,R0007,Freiburg,casual_dining,2,Wednesday,3,0,0,cloudy,24.3,0,289,81,208,14.16,4093.54,45.42,13.4,608.58,90.13,0.1487
2024-03-14,R0007,Freiburg,casual_dining,3,Thursday,3,0,0,sunny,15.0,0,308,23,285,11.19,3447.3,55.03,13.4,737.33,62.65,0.2139
2024-03-15,R0007,Freiburg,casual_dining,4,Friday,3,0,0,cloudy,15.3,0,369,117,252,12.85,4742.06,74.37,13.4,996.52,63.76,0.2101
2024-03-16,R0007,Freiburg,casual_dining,5,Saturday,3,1,0,cloudy,6.2,0,319,49,270,11.32,3612.54,47.99,13.4,643.0,75.28,0.178
2024-03-17,R0007,Freiburg,casual_dining,6,Sunday,3,1,0,rainy,14.4,0,329,88,241,12.87,4233.75,59.2,13.4,793.23,71.52,0.1874
2024-03-18,R0007,Freiburg,casual_dining,0,Monday,3,0,0,sunny,10.8,0,214,42,172,13.71,2934.51,35.66,13.4,477.89,82.28,0.1629
2024-03-19,R0007,Freiburg,casual_dining,1,Tuesday,3,0,0,cloudy,7.7,0,298,27,271,15.35,4573.28,56.03,13.4,750.84,81.62,0.1642
2024-03-20,R0007,Freiburg,casual_dining,2,Wednesday,3,0,0,sunny,5.8,0,303,65,238,13.51,4094.64,51.6,13.4,691.42,79.35,0.1689
2024-03-21,R0007,Freiburg,casual_dining,3,Thursday,3,0,0,cloudy,15.6,0,314,74,240,12.66,3975.74,55.72,13.4,746.66,71.35,0.1878
2024-03-22,R0007,Freiburg,casual_dining,4,Friday,3,0,0,cloudy,17.5,0,351,91,260,13.68,4800.36,75.19,13.4,1007.5,63.84,0.2099
2024-03-23,R0007,Freiburg,casual_dining,5,Saturday,3,1,0,sunny,9.9,0,401,134,267,12.86,5156.09,72.04,13.4,965.26,71.58,0.1872
2024-03-24,R0007,Freiburg,casual_dining,6,Sunday,3,1,0,rainy,16.0,1,327,54,273,16.43,5373.69,76.83,13.4,1029.46,69.94,0.1916
2024-03-25,R0007,Freiburg,casual_dining,0,Monday,3,0,0,cloudy,13.6,0,264,13,251,13.33,3518.21,47.1,13.4,631.16,74.69,0.1794
2024-03-26,R0007,Freiburg,casual_dining,1,Tuesday,3,0,0,rainy,18.1,0,224,48,176,14.88,3333.2,54.84,13.4,734.84,60.78,0.2205
2024-03-27,R0007,Freiburg,casual_dining,2,Wednesday,3,0,0,sunny,13.0,0,288,29,259,12.73,3665.1,60.46,13.4,810.1,60.62,0.221
2024-03-28,R0007,Freiburg,casual_dining,3,Thursday,3,0,0,sunny,10.4,0,286,61,225,14.93,4270.13,60.22,13.4,806.93,70.91,0.189
2024-03-29,R0007,Freiburg,casual_dining,4,Friday,3,0,1,cloudy,6.6,0,222,41,181,12.51,2778.18,39.69,13.4,531.87,69.99,0.1914
2024-03-30,R0007,Freiburg,casual_dining,5,Saturday,3,1,0,sunny,20.4,0,533,109,424,12.65,6743.51,92.29,13.4,1236.59,73.07,0.1834
2024-03-31,R0007,Freiburg,casual_dining,6,Sunday,3,1,0,sunny,11.6,0,363,110,253,14.62,5305.37,76.87,13.4,1030.02,69.02,0.1941
2024-04-01,R0007,Freiburg,casual_dining,0,Monday,4,0,1,cloudy,14.9,0,250,47,203,12.55,3137.19,39.13,13.4,524.33,80.17,0.1671
2024-04-02,R0007,Freiburg,casual_dining,1,Tuesday,4,0,0,sunny,7.1,0,271,64,207,13.67,3703.66,57.82,13.4,774.82,64.05,0.2092
2024-04-03,R0007,Freiburg,casual_dining,2,Wednesday,4,0,0,sunny,24.1,0,327,71,256,14.03,4588.34,57.99,13.4,776.98,79.13,0.1693
2024-04-04,R0007,Freiburg,casual_dining,3,Thursday,4,0,0,rainy,9.0,0,281,88,193,13.55,3808.82,44.85,13.4,600.91,84.93,0.1578
2024-04-05,R0007,Freiburg,casual_dining,4,Friday,4,0,0,cloudy,10.8,0,304,91,213,13.37,4063.75,42.99,13.4,576.04,94.53,0.1418
2024-04-06,R0007,Freiburg,casual_dining,5,Saturday,4,1,0,rainy,13.9,0,373,81,292,13.04,4863.06,66.62,13.4,892.65,73.0,0.1836
2024-04-07,R0007,Freiburg,casual_dining,6,Sunday,4,1,0,sunny,7.9,0,371,107,264,12.32,4569.69,66.37,13.4,889.32,68.85,0.1946
2024-04-08,R0007,Freiburg,casual_dining,0,Monday,4,0,0,cloudy,12.7,0,281,51,230,13.87,3897.85,40.88,13.4,547.71,95.36,0.1405
2024-04-09,R0007,Freiburg,casual_dining,1,Tuesday,4,0,0,sunny,9.6,0,278,60,218,14.28,3968.91,61.91,13.4,829.51,64.11,0.209
2024-04-10,R0007,Freiburg,casual_dining,2,Wednesday,4,0,0,cloudy,5.5,0,276,89,187,11.86,3272.19,48.34,13.4,647.8,67.68,0.198
2024-04-11,R0007,Freiburg,casual_dining,3,Thursday,4,0,0,sunny,18.1,0,289,105,184,13.56,3918.9,57.91,13.4,776.03,67.67,0.198
2024-04-12,R0007,Freiburg,casual_dining,4,Friday,4,0,0,sunny,11.1,0,458,110,348,14.82,6787.02,97.39,13.4,1304.92,69.69,0.1923
2024-04-13,R0007,Freiburg,casual_dining,5,Saturday,4,1,0,rainy,14.5,0,337,74,263,14.56,4905.71,76.23,13.4,1021.48,64.35,0.2082
2024-04-14,R0007,Freiburg,casual_dining,6,Sunday,4,1,0,cloudy,21.2,0,450,59,391,13.48,6067.92,83.7,13.4,1121.55,72.5,0.1848
2024-04-15,R0007,Freiburg,casual_dining,0,Monday,4,0,0,rainy,20.8,0,278,58,220,12.86,3575.64,56.2,13.4,753.01,63.63,0.2106
2024-04-16,R0007,Freiburg,casual_dining,1,Tuesday,4,0,0,cloudy,9.4,0,291,47,244,13.55,3943.63,49.49,13.4,663.09,79.69,0.1681
2024-04-17,R0007,Freiburg,casual_dining,2,Wednesday,4,0,0,sunny,11.6,0,290,55,235,11.67,3383.56,49.65,13.4,665.24,68.15,0.1966
2024-04-18,R0007,Freiburg,casual_dining,3,Thursday,4,0,0,rainy,23.6,0,319,55,264,14.12,4504.35,78.65,13.4,1053.84,57.27,0.234
2024-04-19,R0007,Freiburg,casual_dining,4,Friday,4,0,0,cloudy,12.9,0,365,63,302,15.2,5547.32,84.9,13.4,1137.64,65.34,0.2051
2024-04-20,R0007,Freiburg,casual_dining,5,Saturday,4,1,0,cloudy,13.8,0,379,94,285,14.17,5369.23,69.95,13.4,937.36,76.75,0.1746
2024-04-21,R0007,Freiburg,casual_dining,6,Sunday,4,1,0,rainy,19.7,1,356,97,259,13.69,4873.11,58.14,13.4,779.04,83.82,0.1599
2024-04-22,R0007,Freiburg,casual_dining,0,Monday,4,0,0,cloudy,14.9,0,269,71,198,14.12,3797.78,58.23,13.4,780.22,65.22,0.2054
2024-04-23,R0007,Freiburg,casual_dining,1,Tuesday,4,0,0,cloudy,11.4,0,309,96,213,14.13,4365.9,57.47,13.4,770.1,75.97,0.1764
2024-04-24,R0007,Freiburg,casual_dining,2,Wednesday,4,0,0,sunny,17.0,0,319,113,206,14.08,4490.66,62.21,13.4,833.53,72.19,0.1856
2024-04-25,R0007,Freiburg,casual_dining,3,Thursday,4,0,0,rainy,8.7,0,365,112,253,14.2,5182.66,71.8,13.4,962.09,72.18,0.1856
2024-04-26,R0007,Freiburg,casual_dining,4,Friday,4,0,0,sunny,13.0,0,368,67,301,12.34,4540.39,64.76,13.4,867.72,70.11,0.1911
2024-04-27,R0007,Freiburg,casual_dining,5,Saturday,4,1,0,cloudy,8.9,1,459,104,355,12.14,5572.0,75.09,13.4,1006.18,74.2,0.1806
2024-04-28,R0007,Freiburg,casual_dining,6,Sunday,4,1,0,rainy,13.2,0,396,100,296,13.12,5195.86,68.19,13.4,913.77,76.19,0.1759
2024-04-29,R0007,Freiburg,casual_dining,0,Monday,4,0,0,sunny,18.7,0,266,67,199,12.87,3422.38,49.41,13.4,662.12,69.26,0.1935
2024-04-30,R0007,Freiburg,casual_dining,1,Tuesday,4,0,0,sunny,12.8,0,282,76,206,13.81,3895.4,59.69,13.4,799.88,65.26,0.2053
2024-05-01,R0007,Freiburg,casual_dining,2,Wednesday,5,0,1,cloudy,13.0,0,179,34,145,12.93,2315.26,29.45,13.4,394.57,78.63,0.1704
2024-05-02,R0007,Freiburg,casual_dining,3,Thursday,5,0,0,rainy,10.2,1,317,29,288,15.23,4827.09,67.26,13.4,901.2,71.77,0.1867
2024-05-03,R0007,Freiburg,casual_dining,4,Friday,5,0,0,sunny,7.2,0,336,110,226,13.96,4690.98,72.18,13.4,967.22,64.99,0.2062
2024-05-04,R0007,Freiburg,casual_dining,5,Saturday,5,1,0,sunny,18.1,0,444,159,285,14.35,6370.37,100.08,13.4,1341.04,63.65,0.2105
2024-05-05,R0007,Freiburg,casual_dining,6,Sunday,5,1,0,cloudy,17.5,0,324,47,277,13.45,4356.41,62.25,13.4,834.11,69.98,0.1915
2024-05-06,R0007,Freiburg,casual_dining,0,Monday,5,0,0,cloudy,4.4,0,291,41,250,14.66,4265.93,73.12,13.4,979.73,58.34,0.2297
2024-05-07,R0007,Freiburg,casual_dining,1,Tuesday,5,0,0,cloudy,13.7,0,257,60,197,14.58,3747.03,53.75,13.4,720.3,69.71,0.1922
2024-05-08,R0007,Freiburg,casual_dining,2,Wednesday,5,0,0,rainy,14.1,0,322,67,255,14.63,4710.17,77.3,13.4,1035.85,60.93,0.2199
2024-05-09,R0007,Freiburg,casual_dining,3,Thursday,5,0,1,cloudy,6.7,0,250,53,197,12.84,3209.89,41.88,13.4,561.22,76.64,0.1748
2024-05-10,R0007,Freiburg,casual_dining,4,Friday,5,0,0,sunny,14.4,1,391,69,322,13.56,5301.69,67.83,13.4,908.86,78.16,0.1714
2024-05-11,R0007,Freiburg,casual_dining,5,Saturday,5,1,0,cloudy,19.3,0,425,91,334,12.87,5469.7,80.78,13.4,1082.42,67.71,0.1979
2024-05-12,R0007,Freiburg,casual_dining,6,Sunday,5,1,0,sunny,10.9,0,349,53,296,14.26,4975.53,68.92,13.4,923.53,72.19,0.1856
2024-05-13,R0007,Freiburg,casual_dining,0,Monday,5,0,0,rainy,16.0,1,252,24,228,11.99,3020.29,36.58,13.4,490.17,82.56,0.1623
2024-05-14,R0007,Freiburg,casual_dining,1,Tuesday,5,0,0,rainy,8.1,0,264,71,193,11.97,3160.88,53.28,13.4,713.9,59.33,0.2259
2024-05-15,R0007,Freiburg,casual_dining,2,Wednesday,5,0,0,rainy,8.6,0,281,70,211,13.74,3859.62,64.95,13.4,870.34,59.42,0.2255
2024-05-16,R0007,Freiburg,casual_dining,3,Thursday,5,0,0,sunny,15.6,0,364,83,281,11.97,4357.53,79.68,13.4,1067.66,54.69,0.245
2024-05-17,R0007,Freiburg,casual_dining,4,Friday,5,0,0,sunny,0.5,0,373,84,289,12.95,4830.07,66.83,13.4,895.44,72.28,0.1854
2024-05-18,R0007,Freiburg,casual_dining,5,Saturday,5,1,0,sunny,14.1,0,416,69,347,13.96,5805.54,90.09,13.4,1207.13,64.44,0.2079
2024-05-19,R0007,Freiburg,casual_dining,6,Sunday,5,1,0,sunny,16.7,1,393,62,331,15.41,6055.01,91.45,13.4,1225.35,66.21,0.2024
2024-05-20,R0007,Freiburg,casual_dining,0,Monday,5,0,1,cloudy,8.3,0,181,31,150,12.29,2224.32,32.85,13.4,440.14,67.72,0.1979
2024-05-21,R0007,Freiburg,casual_dining,1,Tuesday,5,0,0,rainy,13.3,0,231,66,165,14.05,3245.96,45.96,13.4,615.84,70.63,0.1897
2024-05-22,R0007,Freiburg,casual_dining,2,Wednesday,5,0,0,rainy,14.4,0,253,32,221,13.97,3533.93,49.1,13.4,657.93,71.97,0.1862
2024-05-23,R0007,Freiburg,casual_dining,3,Thursday,5,0,0,sunny,10.0,0,369,108,261,14.65,5406.77,79.32,13.4,1062.85,68.16,0.1966
2024-05-24,R0007,Freiburg,casual_dining,4,Friday,5,0,0,cloudy,11.7,0,269,55,214,10.71,2882.27,41.99,13.4,562.65,68.64,0.1952
2024-05-25,R0007,Freiburg,casual_dining,5,Saturday,5,1,0,sunny,10.7,1,534,176,358,12.89,6883.74,112.99,13.4,1514.05,60.92,0.2199
2024-05-26,R0007,Freiburg,casual_dining,6,Sunday,5,1,0,cloudy,15.6,0,287,39,248,13.16,3776.92,51.84,13.4,694.66,72.85,0.1839
2024-05-27,R0007,Freiburg,casual_dining,0,Monday,5,0,0,cloudy,14.3,0,253,45,208,13.15,3326.15,45.93,13.4,615.46,72.42,0.185
2024-05-28,R0007,Freiburg,casual_dining,1,Tuesday,5,0,0,sunny,9.5,0,294,67,227,12.81,3766.62,55.7,13.4,746.35,67.62,0.1981
2024-05-29,R0007,Freiburg,casual_dining,2,Wednesday,5,0,0,sunny,16.4,0,366,52,314,13.72,5020.13,73.23,13.4,981.25,68.55,0.1955
2024-05-30,R0007,Freiburg,casual_dining,3,Thursday,5,0,0,rainy,18.3,0,334,72,262,11.64,3888.64,53.34,13.4,714.77,72.9,0.1838
2024-05-31,R0007,Freiburg,casual_dining,4,Friday,5,0,0,sunny,14.7,1,410,144,266,11.57,4744.79,70.8,13.4,948.73,67.01,0.2
2024-06-01,R0007,Freiburg,casual_dining,5,Saturday,6,1,0,sunny,25.2,0,373,47,326,13.72,5117.0,70.02,13.4,938.19,73.08,0.1833
2024-06-02,R0007,Freiburg,casual_dining,6,Sunday,6,1,0,sunny,19.8,0,320,70,250,12.94,4141.32,69.17,13.4,926.84,59.87,0.2238
2024-06-03,R0007,Freiburg,casual_dining,0,Monday,6,0,0,sunny,24.5,0,306,74,232,13.81,4224.54,64.22,13.4,860.57,65.78,0.2037
2024-06-04,R0007,Freiburg,casual_dining,1,Tuesday,6,0,0,cloudy,10.9,0,280,88,192,11.38,3185.9,42.08,13.4,563.85,75.71,0.177
2024-06-05,R0007,Freiburg,casual_dining,2,Wednesday,6,0,0,rainy,25.7,0,232,11,221,13.3,3086.72,43.63,13.4,584.61,70.75,0.1894
2024-06-06,R0007,Freiburg,casual_dining,3,Thursday,6,0,0,sunny,20.9,0,369,72,297,11.88,4385.11,60.61,13.4,812.12,72.35,0.1852
2024-06-07,R0007,Freiburg,casual_dining,4,Friday,6,0,0,sunny,25.5,1,457,67,390,14.07,6432.2,94.84,13.4,1270.84,67.82,0.1976
2024-06-08,R0007,Freiburg,casual_dining,5,Saturday,6,1,0,rainy,31.0,0,401,111,290,15.11,6060.98,86.89,13.4,1164.24,69.76,0.1921
2024-06-09,R0007,Freiburg,casual_dining,6,Sunday,6,1,0,rainy,25.2,0,270,69,201,15.15,4090.03,52.73,13.4,706.59,77.56,0.1728
2024-06-10,R0007,Freiburg,casual_dining,0,Monday,6,0,0,sunny,24.4,0,253,63,190,9.14,2312.71,29.91,13.4,400.83,77.31,0.1733
2024-06-11,R0007,Freiburg,casual_dining,1,Tuesday,6,0,0,rainy,26.1,0,311,111,200,14.82,4609.76,74.45,13.4,997.59,61.92,0.2164
2024-06-12,R0007,Freiburg,casual_dining,2,Wednesday,6,0,0,cloudy,30.3,0,373,118,255,13.3,4959.77,66.52,13.4,891.35,74.56,0.1797
2024-06-13,R0007,Freiburg,casual_dining,3,Thursday,6,0,0,sunny,27.8,0,327,99,228,13.82,4518.0,57.11,13.4,765.22,79.11,0.1694
2024-06-14,R0007,Freiburg,casual_dining,4,Friday,6,0,0,sunny,26.3,0,408,48,360,12.62,5148.05,86.43,13.4,1158.15,59.56,0.225
2024-06-15,R0007,Freiburg,casual_dining,5,Saturday,6,1,0,sunny,26.7,0,381,94,287,14.04,5347.66,61.13,13.4,819.08,87.48,0.1532
2024-06-16,R0007,Freiburg,casual_dining,6,Sunday,6,1,0,cloudy,26.2,1,406,121,285,12.61,5120.75,75.25,13.4,1008.29,68.05,0.1969
2024-06-17,R0007,Freiburg,casual_dining,0,Monday,6,0,0,sunny,29.6,0,274,97,177,13.56,3714.61,50.07,13.4,670.93,74.19,0.1806
2024-06-18,R0007,Freiburg,casual_dining,1,Tuesday,6,0,0,sunny,26.2,0,303,63,240,13.7,4150.09,50.09,13.4,671.19,82.85,0.1617
2024-06-19,R0007,Freiburg,casual_dining,2,Wednesday,6,0,0,sunny,24.5,0,269,73,196,12.89,3466.61,51.25,13.4,686.75,67.64,0.1981
2024-06-20,R0007,Freiburg,casual_dining,3,Thursday,6,0,0,sunny,18.6,0,289,94,195,13.3,3842.9,47.59,13.4,637.67,80.75,0.1659
2024-06-21,R0007,Freiburg,casual_dining,4,Friday,6,0,0,sunny,28.8,0,367,75,292,14.56,5342.84,57.99,13.4,777.0,92.14,0.1454
2024-06-22,R0007,Freiburg,casual_dining,5,Saturday,6,1,0,sunny,22.5,0,385,114,271,12.86,4952.79,69.87,13.4,936.27,70.88,0.189
2024-06-23,R0007,Freiburg,casual_dining,6,Sunday,6,1,0,cloudy,15.4,0,379,79,300,11.4,4320.99,64.45,13.4,863.66,67.04,0.1999
2024-06-24,R0007,Freiburg,casual_dining,0,Monday,6,0,0,sunny,22.6,0,333,104,229,13.54,4508.01,69.92,13.4,936.95,64.47,0.2078
2024-06-25,R0007,Freiburg,casual_dining,1,Tuesday,6,0,0,sunny,26.0,0,345,128,217,13.32,4596.45,55.46,13.4,743.08,82.89,0.1617
2024-06-26,R0007,Freiburg,casual_dining,2,Wednesday,6,0,0,cloudy,15.0,0,363,125,238,14.95,5428.18,83.86,13.4,1123.64,64.73,0.207
2024-06-27,R0007,Freiburg,casual_dining,3,Thursday,6,0,0,sunny,18.4,0,279,76,203,15.28,4261.86,60.03,13.4,804.34,71.0,0.1887
2024-06-28,R0007,Freiburg,casual_dining,4,Friday,6,0,0,cloudy,25.2,0,353,116,237,15.07,5319.19,76.67,13.4,1027.35,69.38,0.1931
2024-06-29,R0007,Freiburg,casual_dining,5,Saturday,6,1,0,sunny,20.0,0,450,69,381,14.18,6379.46,99.36,13.4,1331.39,64.21,0.2087
2024-06-30,R0007,Freiburg,casual_dining,6,Sunday,6,1,0,rainy,22.9,0,284,17,267,14.35,4074.0,59.47,13.4,796.93,68.5,0.1956
2024-07-01,R0007,Freiburg,casual_dining,0,Monday,7,0,0,sunny,23.2,0,243,73,170,13.11,3186.14,47.75,13.4,639.88,66.72,0.2008
2024-07-02,R0007,Freiburg,casual_dining,1,Tuesday,7,0,0,sunny,25.3,1,326,67,259,13.54,4413.33,69.6,13.4,932.62,63.41,0.2113
2024-07-03,R0007,Freiburg,casual_dining,2,Wednesday,7,0,0,rainy,23.5,0,298,40,258,12.46,3712.96,61.37,13.4,822.38,60.5,0.2215
2024-07-04,R0007,Freiburg,casual_dining,3,Thursday,7,0,0,sunny,26.5,0,317,89,228,12.85,4073.97,64.37,13.4,862.54,63.29,0.2117
2024-07-05,R0007,Freiburg,casual_dining,4,Friday,7,0,0,rainy,22.7,1,325,27,298,10.98,3567.57,48.54,13.4,650.41,73.5,0.1823
2024-07-06,R0007,Freiburg,casual_dining,5,Saturday,7,1,0,cloudy,21.8,0,420,92,328,13.27,5574.87,74.55,13.4,999.0,74.78,0.1792
2024-07-07,R0007,Freiburg,casual_dining,6,Sunday,7,1,0,cloudy,30.1,1,377,82,295,14.23,5365.24,76.21,13.4,1021.25,70.4,0.1903
2024-07-08,R0007,Freiburg,casual_dining,0,Monday,7,0,0,sunny,21.7,0,334,74,260,13.57,4532.06,63.39,13.4,849.38,71.5,0.1874
2024-07-09,R0007,Freiburg,casual_dining,1,Tuesday,7,0,0,sunny,25.8,0,288,71,217,13.64,3927.73,57.99,13.4,777.01,67.73,0.1978
2024-07-10,R0007,Freiburg,casual_dining,2,Wednesday,7,0,0,cloudy,23.5,0,335,143,192,13.76,4611.1,65.77,13.4,881.31,70.11,0.1911
2024-07-11,R0007,Freiburg,casual_dining,3,Thursday,7,0,0,sunny,27.8,0,297,59,238,13.81,4100.91,60.84,13.4,815.17,67.41,0.1988
2024-07-12,R0007,Freiburg,casual_dining,4,Friday,7,0,0,cloudy,21.8,0,404,47,357,13.82,5584.33,87.94,13.4,1178.36,63.5,0.211
2024-07-13,R0007,Freiburg,casual_dining,5,Saturday,7,1,0,cloudy,18.5,0,413,63,350,15.62,6452.83,97.18,13.4,1302.16,66.4,0.2018
2024-07-14,R0007,Freiburg,casual_dining,6,Sunday,7,1,0,rainy,29.3,0,301,32,269,13.64,4104.82,61.47,13.4,823.7,66.78,0.2007
2024-07-15,R0007,Freiburg,casual_dining,0,Monday,7,0,0,rainy,16.0,0,296,57,239,14.08,4169.03,54.45,13.4,729.54,76.57,0.175
2024-07-16,R0007,Freiburg,casual_dining,1,Tuesday,7,0,0,sunny,24.2,0,260,83,177,15.84,4119.0,57.27,13.4,767.41,71.92,0.1863
2024-07-17,R0007,Freiburg,casual_dining,2,Wednesday,7,0,0,sunny,32.0,0,265,23,242,15.62,4138.15,50.27,13.4,673.63,82.31,0.1628
2024-07-18,R0007,Freiburg,casual_dining,3,Thursday,7,0,0,cloudy,19.8,0,307,64,243,14.54,4463.7,66.03,13.4,884.77,67.6,0.1982
2024-07-19,R0007,Freiburg,casual_dining,4,Friday,7,0,0,cloudy,31.3,1,431,98,333,14.18,6110.5,95.43,13.4,1278.7,64.03,0.2093
2024-07-20,R0007,Freiburg,casual_dining,5,Saturday,7,1,0,rainy,22.0,0,380,94,286,15.31,5818.71,80.08,13.4,1072.98,72.67,0.1844
2024-07-21,R0007,Freiburg,casual_dining,6,Sunday,7,1,0,sunny,25.6,0,382,19,363,11.27,4304.25,68.88,13.4,922.98,62.49,0.2144
2024-07-22,R0007,Freiburg,casual_dining,0,Monday,7,0,0,rainy,25.2,1,352,104,248,15.05,5298.56,68.53,13.4,918.33,77.31,0.1733
2024-07-23,R0007,Freiburg,casual_dining,1,Tuesday,7,0,0,sunny,19.2,0,326,89,237,14.76,4812.53,67.25,13.4,901.15,71.56,0.1873
2024-07-24,R0007,Freiburg,casual_dining,2,Wednesday,7,0,0,sunny,20.2,0,277,32,245,15.5,4292.91,59.73,13.4,800.34,71.87,0.1864
2024-07-25,R0007,Freiburg,casual_dining,3,Thursday,7,0,0,cloudy,13.3,0,292,64,228,12.0,3504.73,47.03,13.4,630.24,74.51,0.1798
2024-07-26,R0007,Freiburg,casual_dining,4,Friday,7,0,0,sunny,22.3,0,396,62,334,12.61,4994.09,70.72,13.4,947.6,70.62,0.1897
2024-07-27,R0007,Freiburg,casual_dining,5,Saturday,7,1,0,sunny,35.5,0,381,59,322,9.63,3670.28,64.49,13.4,864.19,56.91,0.2355
2024-07-28,R0007,Freiburg,casual_dining,6,Sunday,7,1,0,sunny,26.0,1,311,78,233,11.77,3661.65,53.2,13.4,712.92,68.82,0.1947
2024-07-29,R0007,Freiburg,casual_dining,0,Monday,7,0,0,sunny,22.9,0,216,38,178,14.44,3118.34,45.62,13.4,611.3,68.35,0.196
2024-07-30,R0007,Freiburg,casual_dining,1,Tuesday,7,0,0,sunny,24.0,0,279,86,193,15.65,4366.58,68.3,13.4,915.18,63.93,0.2096
2024-07-31,R0007,Freiburg,casual_dining,2,Wednesday,7,0,0,sunny,19.1,0,343,65,278,13.39,4593.99,55.66,13.4,745.78,82.54,0.1623
2024-08-01,R0007,Freiburg,casual_dining,3,Thursday,8,0,0,sunny,27.3,0,286,48,238,14.83,4240.95,70.9,13.4,950.04,59.82,0.224
2024-08-02,R0007,Freiburg,casual_dining,4,Friday,8,0,0,sunny,22.5,1,404,117,287,14.68,5930.4,93.33,13.4,1250.57,63.54,0.2109
2024-08-03,R0007,Freiburg,casual_dining,5,Saturday,8,1,0,rainy,23.9,0,338,101,237,15.12,5111.14,71.88,13.4,963.14,71.11,0.1884
2024-08-04,R0007,Freiburg,casual_dining,6,Sunday,8,1,0,sunny,18.4,1,395,70,325,15.23,6015.72,82.66,13.4,1107.59,72.78,0.1841
2024-08-05,R0007,Freiburg,casual_dining,0,Monday,8,0,0,rainy,21.8,0,217,35,182,12.47,2706.68,36.16,13.4,484.54,74.85,0.179
2024-08-06,R0007,Freiburg,casual_dining,1,Tuesday,8,0,0,sunny,18.8,0,281,58,223,16.28,4573.29,68.84,13.4,922.37,66.44,0.2017
2024-08-07,R0007,Freiburg,casual_dining,2,Wednesday,8,0,0,rainy,26.6,0,265,45,220,13.48,3571.79,48.19,13.4,645.71,74.12,0.1808
2024-08-08,R0007,Freiburg,casual_dining,3,Thursday,8,0,0,cloudy,23.1,0,362,98,264,13.44,4864.04,76.5,13.4,1025.05,63.58,0.2107
2024-08-09,R0007,Freiburg,casual_dining,4,Friday,8,0,0,sunny,16.4,0,450,131,319,12.97,5836.68,81.36,13.4,1090.22,71.74,0.1868
