date,restaurant_id,city,restaurant_type,weekday,weekday_name,month,is_weekend,is_holiday,weather,temperature,promotion_active,orders,delivery_orders,dine_in_orders,avg_order_value,revenue,staff_hours,hourly_wage,labor_cost,productivity_per_hour,personnel_cost_ratio,day_of_year,week_of_year,quarter,revenue_lag_1,revenue_lag_7,orders_lag_7,staff_hours_lag_7,revenue_rolling_7,orders_rolling_7,productivity_rolling_7
2024-11-08,R0003,Darmstadt,coffee_shop,4,Friday,11,0,0,cloudy,17.7,0,375,82,293,12.98,4866.51,49.79,13.35,664.75,97.75,0.1366,313,45,4,3662.76,6640.26,441.0,81.95,5263.5,350.57142857142856,90.67999999999999
2024-11-09,R0003,Darmstadt,coffee_shop,5,Saturday,11,1,0,rainy,10.0,0,335,73,262,15.78,5284.86,57.34,13.35,765.66,92.16,0.1449,314,45,4,4866.51,7101.81,457.0,82.8,5010.107142857143,341.14285714285717,93.07000000000001
2024-11-10,R0003,Darmstadt,coffee_shop,6,Sunday,11,1,0,cloudy,15.7,0,431,92,339,14.65,6312.56,69.49,13.35,927.8,90.84,0.147,315,45,4,5284.86,5656.95,372.0,59.66,4750.5428571428565,323.7142857142857,93.98285714285714
2024-11-11,R0003,Darmstadt,coffee_shop,0,Monday,11,0,0,rainy,17.9,0,247,70,177,16.39,4049.21,45.27,13.35,604.45,89.44,0.1493,316,46,4,6312.56,3708.67,247.0,44.91,4844.2014285714295,332.14285714285717,93.41428571428571
2024-11-12,R0003,Darmstadt,coffee_shop,1,Tuesday,11,0,0,rainy,18.9,1,324,49,275,15.1,4891.39,56.14,13.35,749.61,87.12,0.1533,317,46,4,4049.21,4512.32,308.0,51.24,4892.849999999999,332.14285714285717,94.39428571428572
2024-11-13,R0003,Darmstadt,coffee_shop,2,Wednesday,11,0,0,sunny,13.5,0,325,23,302,16.01,5201.71,57.4,13.35,766.41,90.62,0.1473,318,46,4,4891.39,5561.73,350.0,52.41,4947.0028571428575,334.42857142857144,94.25999999999999
2024-11-14,R0003,Darmstadt,coffee_shop,3,Thursday,11,0,0,sunny,9.6,0,424,79,345,15.53,6584.57,77.35,13.35,1032.81,85.12,0.1569,319,46,4,5201.71,3662.76,279.0,38.0,4895.571428571428,330.85714285714283,92.04571428571428
2024-11-15,R0003,Darmstadt,coffee_shop,4,Friday,11,0,0,sunny,10.2,0,369,117,252,15.26,5631.37,50.38,13.35,672.68,111.78,0.1195,320,46,4,6584.57,4866.51,375.0,49.79,5312.972857142857,351.57142857142856,90.43571428571428
2024-11-16,R0003,Darmstadt,coffee_shop,5,Saturday,11,1,0,sunny,18.9,0,304,66,238,12.68,3854.89,43.94,13.35,586.61,87.74,0.1522,321,46,4,5631.37,5284.86,335.0,57.34,5422.238571428571,350.7142857142857,92.44000000000001
2024-11-17,R0003,Darmstadt,coffee_shop,6,Sunday,11,1,0,cloudy,15.2,1,405,96,309,14.71,5958.55,62.97,13.35,840.71,94.63,0.1411,322,46,4,3854.89,6312.56,431.0,69.49,5217.957142857143,346.2857142857143,91.80857142857144
2024-11-18,R0003,Darmstadt,coffee_shop,0,Monday,11,0,0,cloudy,16.5,0,266,55,211,16.07,4273.57,45.62,13.35,609.17,93.67,0.1425,323,47,4,5958.55,4049.21,247.0,45.27,5167.384285714286,342.57142857142856,92.35000000000001
2024-11-19,R0003,Darmstadt,coffee_shop,1,Tuesday,11,0,0,sunny,16.6,0,360,61,299,16.02,5765.64,66.32,13.35,885.55,86.93,0.1536,324,47,4,4273.57,4891.39,324.0,56.14,5199.435714285714,345.2857142857143,92.95428571428572
2024-11-20,R0003,Darmstadt,coffee_shop,2,Wednesday,11,0,0,sunny,5.6,0,323,63,260,13.69,4423.13,53.45,13.35,713.61,82.76,0.1613,325,47,4,5765.64,5201.71,325.0,57.4,5324.328571428572,350.42857142857144,92.92714285714285
2024-11-21,R0003,Darmstadt,coffee_shop,3,Thursday,11,0,0,sunny,11.4,0,296,77,219,14.99,4435.87,52.2,13.35,696.93,84.98,0.1571,326,47,4,4423.13,6584.57,424.0,77.35,5213.102857142857,350.14285714285717,91.80428571428573
2024-11-22,R0003,Darmstadt,coffee_shop,4,Friday,11,0,0,sunny,8.1,1,420,119,301,15.63,6565.98,82.48,13.35,1101.23,79.61,0.1677,327,47,4,4435.87,5631.37,369.0,50.38,4906.145714285715,331.85714285714283,91.78428571428572
2024-11-23,R0003,Darmstadt,coffee_shop,5,Saturday,11,1,0,sunny,9.0,0,488,98,390,14.0,6834.24,59.42,13.35,793.42,115.01,0.1161,328,47,4,6565.98,3854.89,304.0,43.94,5039.661428571429,339.14285714285717,87.18857142857142
2024-11-24,R0003,Darmstadt,coffee_shop,6,Sunday,11,1,0,cloudy,10.5,0,431,75,356,13.16,5670.91,59.17,13.35,790.08,95.83,0.1393,329,47,4,6834.24,5958.55,405.0,62.97,5465.282857142856,365.42857142857144,91.0842857142857
2024-11-25,R0003,Darmstadt,coffee_shop,0,Monday,11,0,0,cloudy,9.2,0,262,33,229,13.73,3596.96,46.66,13.35,622.97,77.09,0.1732,330,48,4,5670.91,4273.57,266.0,45.62,5424.191428571428,369.14285714285717,91.25571428571429
2024-11-26,R0003,Darmstadt,coffee_shop,1,Tuesday,11,0,0,cloudy,17.6,0,254,67,187,14.89,3782.21,34.43,13.35,459.66,109.86,0.1215,331,48,4,3596.96,5765.64,360.0,66.32,5327.532857142856,368.57142857142856,88.88714285714286
2024-11-27,R0003,Darmstadt,coffee_shop,2,Wednesday,11,0,0,rainy,10.4,0,349,46,303,15.51,5413.87,60.29,13.35,805.04,89.79,0.1487,332,48,4,3782.21,4423.13,323.0,53.45,5044.185714285714,353.42857142857144,92.16285714285716
2024-11-28,R0003,Darmstadt,coffee_shop,3,Thursday,11,0,0,rainy,11.4,0,368,112,256,13.4,4930.54,54.1,13.35,722.31,91.14,0.1465,333,48,4,5413.87,4435.87,296.0,52.2,5185.72,357.14285714285717,93.16714285714286
2024-11-29,R0003,Darmstadt,coffee_shop,4,Friday,11,0,0,cloudy,11.9,0,405,103,302,12.01,4863.41,42.02,13.35,561.09,115.73,0.1154,334,48,4,4930.54,6565.98,420.0,82.48,5256.387142857143,367.42857142857144,94.04714285714286
2024-11-30,R0003,Darmstadt,coffee_shop,5,Saturday,11,1,0,sunny,10.9,0,392,64,328,13.15,5154.1,60.23,13.35,804.22,85.57,0.156,335,48,4,4863.41,6834.24,488.0,59.42,5013.162857142857,365.2857142857143,99.20714285714287
2024-12-01,R0003,Darmstadt,coffee_shop,6,Sunday,12,1,0,cloudy,-6.2,0,365,86,279,15.35,5603.37,60.8,13.35,811.85,92.15,0.1449,336,48,4,5154.1,5670.91,431.0,59.17,4773.142857142857,351.57142857142856,95.00142857142858
2024-12-02,R0003,Darmstadt,coffee_shop,0,Monday,12,0,0,rainy,-5.7,1,310,103,207,15.29,4740.41,54.18,13.35,723.38,87.5,0.1526,337,49,4,5603.37,3596.96,262.0,46.66,4763.494285714286,342.14285714285717,94.47571428571429
2024-12-03,R0003,Darmstadt,coffee_shop,1,Tuesday,12,0,0,snowy,6.8,0,257,45,212,16.27,4180.56,46.8,13.35,624.91,89.32,0.1495,338,49,4,4740.41,3782.21,254.0,34.43,4926.844285714286,349.0,95.96285714285715
2024-12-04,R0003,Darmstadt,coffee_shop,2,Wednesday,12,0,0,cloudy,9.3,0,423,90,333,13.27,5611.77,66.61,13.35,889.43,84.24,0.1585,339,49,4,4180.56,5413.87,349.0,60.29,4983.751428571429,349.42857142857144,93.02857142857142
2024-12-05,R0003,Darmstadt,coffee_shop,3,Thursday,12,0,0,sunny,5.3,0,362,141,221,13.22,4784.94,53.69,13.35,716.84,89.12,0.1498,340,49,4,5611.77,4930.54,368.0,54.1,5012.022857142857,360.0,92.23571428571428
2024-12-06,R0003,Darmstadt,coffee_shop,4,Friday,12,0,0,cloudy,7.0,0,378,78,300,12.65,4783.2,52.64,13.35,702.88,90.86,0.1469,341,49,4,4784.94,4863.41,405.0,42.02,4991.222857142857,359.14285714285717,91.94714285714285
2024-12-07,R0003,Darmstadt,coffee_shop,5,Saturday,12,1,0,snowy,9.9,0,336,50,286,16.54,5558.81,67.36,13.35,899.39,82.52,0.1618,342,49,4,4783.2,5154.1,392.0,60.23,4979.7642857142855,355.2857142857143,88.39428571428572
2024-12-08,R0003,Darmstadt,coffee_shop,6,Sunday,12,1,0,sunny,8.9,0,344,40,304,15.79,5430.54,64.75,13.35,864.47,83.87,0.1592,343,49,4,5558.81,5603.37,365.0,60.8,5037.58,347.2857142857143,87.95857142857143
2024-12-09,R0003,Darmstadt,coffee_shop,0,Monday,12,0,0,sunny,4.6,0,286,79,207,13.4,3832.57,41.2,13.35,550.13,93.02,0.1435,344,50,4,5430.54,4740.41,310.0,54.18,5012.89,344.2857142857143,86.77571428571427
2024-12-10,R0003,Darmstadt,coffee_shop,1,Tuesday,12,0,0,snowy,-9.8,0,273,60,213,16.48,4498.89,56.75,13.35,757.77,79.27,0.1684,345,50,4,3832.57,4180.56,257.0,46.8,4883.198571428571,340.85714285714283,87.5642857142857
2024-12-11,R0003,Darmstadt,coffee_shop,2,Wednesday,12,0,0,rainy,4.8,0,314,64,250,15.54,4880.78,62.45,13.35,833.8,78.16,0.1708,346,50,4,4498.89,5611.77,423.0,66.61,4928.674285714286,343.14285714285717,86.12857142857142
2024-12-12,R0003,Darmstadt,coffee_shop,3,Thursday,12,0,0,cloudy,1.8,0,359,113,246,15.39,5523.99,55.85,13.35,745.72,98.9,0.135,347,50,4,4880.78,4784.94,362.0,53.69,4824.2471428571425,327.57142857142856,85.26
2024-12-13,R0003,Darmstadt,coffee_shop,4,Friday,12,0,0,cloudy,-2.6,0,389,19,370,14.68,5711.78,64.28,13.35,858.27,88.86,0.1503,348,50,4,5523.99,4783.2,378.0,52.64,4929.825714285714,327.14285714285717,86.65714285714286
2024-12-14,R0003,Darmstadt,coffee_shop,5,Saturday,12,1,0,sunny,0.2,0,509,51,458,15.18,7728.08,93.9,13.35,1253.73,82.3,0.1622,349,50,4,5711.78,5558.81,336.0,67.36,5062.4800000000005,328.7142857142857,86.37142857142858
2024-12-15,R0003,Darmstadt,coffee_shop,6,Sunday,12,1,0,cloudy,7.1,0,309,49,260,14.16,4376.6,51.08,13.35,681.98,85.68,0.1558,350,50,4,7728.08,5430.54,344.0,64.75,5372.375714285715,353.42857142857144,86.34
2024-12-16,R0003,Darmstadt,coffee_shop,0,Monday,12,0,0,snowy,4.1,0,219,30,189,13.32,2916.05,32.25,13.35,430.59,90.42,0.1477,351,51,4,4376.6,3832.57,286.0,41.2,5221.812857142858,348.42857142857144,86.59857142857143
2024-12-17,R0003,Darmstadt,coffee_shop,1,Tuesday,12,0,0,rainy,-2.1,0,270,58,212,15.8,4267.26,54.16,13.35,723.13,78.79,0.1695,352,51,4,2916.05,4498.89,273.0,56.75,5090.881428571428,338.85714285714283,86.22714285714287
2024-12-18,R0003,Darmstadt,coffee_shop,2,Wednesday,12,0,0,sunny,3.0,0,356,66,290,15.59,5551.7,67.0,13.35,894.51,82.87,0.1611,353,51,4,4267.26,4880.78,314.0,62.45,5057.791428571429,338.42857142857144,86.15857142857143
2024-12-19,R0003,Darmstadt,coffee_shop,3,Thursday,12,0,0,cloudy,-0.1,0,382,130,252,14.75,5633.75,57.18,13.35,763.4,98.53,0.1355,354,51,4,5551.7,5523.99,359.0,55.85,5153.637142857143,344.42857142857144,86.83142857142856
2024-12-20,R0003,Darmstadt,coffee_shop,4,Friday,12,0,0,cloudy,-3.4,0,340,74,266,15.48,5262.11,57.48,13.35,767.4,91.55,0.1458,355,51,4,5633.75,5711.78,389.0,64.28,5169.317142857143,347.7142857142857,86.77857142857144
2024-12-21,R0003,Darmstadt,coffee_shop,5,Saturday,12,1,0,sunny,2.1,0,442,125,317,12.95,5723.9,64.25,13.35,857.88,89.08,0.1499,356,51,4,5262.11,7728.08,509.0,93.9,5105.078571428572,340.7142857142857,87.16285714285713
2024-12-22,R0003,Darmstadt,coffee_shop,6,Sunday,12,1,0,sunny,14.2,0,457,73,384,13.99,6393.9,78.79,13.35,1052.05,81.15,0.1645,357,51,4,5723.9,4376.6,309.0,51.08,4818.767142857143,331.14285714285717,88.13142857142859
2024-12-23,R0003,Darmstadt,coffee_shop,0,Monday,12,0,0,sunny,6.9,0,231,45,186,15.44,3567.28,40.26,13.35,537.58,88.6,0.1507,358,52,4,6393.9,2916.05,219.0,32.25,5106.952857142857,352.2857142857143,87.48428571428572
2024-12-24,R0003,Darmstadt,coffee_shop,1,Tuesday,12,0,0,cloudy,-4.5,0,290,77,213,14.82,4298.37,60.51,13.35,807.87,71.04,0.1879,359,52,4,3567.28,4267.26,270.0,54.16,5199.9857142857145,354.0,87.22428571428573
2024-12-25,R0003,Darmstadt,coffee_shop,2,Wednesday,12,0,1,snowy,3.9,0,173,15,158,14.21,2458.47,28.25,13.35,377.18,87.03,0.1534,360,52,4,4298.37,5551.7,356.0,67.0,5204.43,356.85714285714283,86.11714285714287
2024-12-26,R0003,Darmstadt,coffee_shop,3,Thursday,12,0,1,rainy,0.1,0,238,69,169,12.54,2984.49,31.75,13.35,423.86,94.01,0.142,361,52,4,2458.47,5633.75,382.0,57.18,4762.54,330.7142857142857,86.71142857142857
2024-12-27,R0003,Darmstadt,coffee_shop,4,Friday,12,0,0,cloudy,9.5,0,418,117,301,15.44,6453.9,73.38,13.35,979.75,87.95,0.1518,362,52,4,2984.49,5262.11,340.0,57.48,4384.074285714286,310.14285714285717,86.0657142857143
2024-12-28,R0003,Darmstadt,coffee_shop,5,Saturday,12,1,0,cloudy,6.6,1,523,140,383,12.79,6689.11,77.07,13.35,1028.98,86.8,0.1538,363,52,4,6453.9,5723.9,442.0,64.25,4554.33,321.2857142857143,85.55142857142857
2024-12-29,R0003,Darmstadt,coffee_shop,6,Sunday,12,1,0,cloudy,1.9,0,451,110,341,14.64,6602.56,72.76,13.35,971.44,90.75,0.1471,364,52,4,6689.11,6393.9,457.0,78.79,4692.217142857143,332.85714285714283,85.22571428571429
2024-12-30,R0003,Darmstadt,coffee_shop,0,Monday,12,0,0,cloudy,-4.3,0,323,16,307,14.41,4654.86,45.17,13.35,603.12,103.05,0.1296,365,1,4,6602.56,3567.28,231.0,40.26,4722.0257142857145,332.0,86.59714285714287
2024-12-31,R0003,Darmstadt,coffee_shop,1,Tuesday,12,0,0,cloudy,14.3,0,282,76,206,14.43,4069.71,42.86,13.35,572.28,94.95,0.1406,366,1,4,4654.86,4298.37,290.0,60.51,4877.394285714286,345.14285714285717,88.66142857142857
2024-01-01,R0004,Freiburg,fast_food,0,Monday,1,0,1,rainy,6.3,0,189,67,122,13.2,2495.65,32.33,15.04,486.21,77.19,0.1948,1,1,1,4404.36,4404.36,335.0,60.51,4973.8983333333335,354.3333333333333,91.59833333333331
2024-01-02,R0004,Freiburg,fast_food,1,Tuesday,1,0,0,cloudy,7.8,1,283,42,241,13.38,3787.89,54.14,15.04,814.18,69.96,0.2149,2,1,1,2495.65,4404.36,335.0,60.51,4980.095,357.0,89.95833333333333
2024-01-03,R0004,Freiburg,fast_food,2,Wednesday,1,0,0,cloudy,4.7,0,247,57,190,12.9,3185.6,41.13,15.04,618.49,77.45,0.1942,3,1,1,3787.89,4404.36,335.0,60.51,5113.995,364.5,85.94999999999999
2024-01-04,R0004,Freiburg,fast_food,3,Thursday,1,0,0,rainy,17.3,0,235,26,209,16.03,3766.54,54.19,15.04,814.9,69.51,0.2164,4,1,1,3185.6,4404.36,335.0,60.51,4569.278333333333,336.0,84.2
2024-01-05,R0004,Freiburg,fast_food,4,Friday,1,0,0,cloudy,5.2,0,294,54,240,14.96,4396.99,61.85,15.04,930.14,71.09,0.2115,5,1,1,3766.54,4404.36,335.0,60.51,4082.183333333333,288.0,81.31833333333333
2024-01-06,R0004,Freiburg,fast_food,5,Saturday,1,1,0,cloudy,-5.3,0,331,83,248,11.18,3701.97,42.42,15.04,637.88,87.27,0.1723,6,1,1,4396.99,4404.36,335.0,60.51,3714.588333333333,261.8333333333333,78.04166666666667
2024-01-07,R0004,Freiburg,fast_food,6,Sunday,1,1,0,snowy,4.7,0,270,84,186,14.14,3817.66,60.9,15.04,915.78,62.69,0.2399,7,1,1,3701.97,4404.36,335.0,60.51,3555.773333333333,263.1666666666667,75.41166666666668
2024-01-08,R0004,Freiburg,fast_food,0,Monday,1,0,0,rainy,0.1,0,232,33,199,12.73,2954.25,43.27,15.04,650.72,68.27,0.2203,8,2,1,3817.66,2495.65,189.0,32.33,3593.1857142857143,264.14285714285717,73.59428571428573
2024-01-09,R0004,Freiburg,fast_food,1,Tuesday,1,0,0,snowy,8.7,0,200,48,152,14.06,2812.02,40.9,15.04,615.12,68.75,0.2187,9,2,1,2954.25,3787.89,283.0,54.14,3658.7,270.2857142857143,72.32
2024-01-10,R0004,Freiburg,fast_food,2,Wednesday,1,0,0,cloudy,5.0,0,248,60,188,11.58,2870.89,46.12,15.04,693.56,62.25,0.2416,10,2,1,2812.02,3185.6,247.0,41.13,3519.29,258.42857142857144,72.14714285714285
2024-01-11,R0004,Freiburg,fast_food,3,Thursday,1,0,0,cloudy,1.6,0,205,51,154,12.7,2602.77,25.51,15.04,383.64,102.02,0.1474,11,2,1,2870.89,3766.54,235.0,54.19,3474.3314285714287,258.57142857142856,69.97571428571429
2024-01-12,R0004,Freiburg,fast_food,4,Friday,1,0,0,snowy,-0.9,0,265,62,203,14.52,3848.34,56.05,15.04,842.93,68.65,0.219,12,2,1,2602.77,4396.99,294.0,61.85,3308.078571428571,254.28571428571428,74.62
2024-01-13,R0004,Freiburg,fast_food,5,Saturday,1,1,0,sunny,2.4,0,416,137,279,15.35,6386.94,84.54,15.04,1271.28,75.55,0.199,13,2,1,3848.34,3701.97,331.0,42.42,3229.7,250.14285714285714,74.27142857142857
2024-01-14,R0004,Freiburg,fast_food,6,Sunday,1,1,0,cloudy,-0.8,1,354,89,265,12.55,4443.22,54.66,15.04,821.96,81.29,0.185,14,2,1,6386.94,3817.66,270.0,60.9,3613.2671428571425,262.2857142857143,72.59714285714286
2024-01-15,R0004,Freiburg,fast_food,0,Monday,1,0,0,sunny,7.2,0,263,62,201,11.58,3045.16,51.01,15.04,767.12,59.69,0.2519,15,3,1,4443.22,2954.25,232.0,43.27,3702.632857142857,274.2857142857143,75.25428571428571
2024-01-16,R0004,Freiburg,fast_food,1,Tuesday,1,0,0,cloudy,-0.3,0,254,40,214,16.6,4216.24,52.42,15.04,788.33,80.43,0.187,16,3,1,3045.16,2812.02,200.0,40.9,3715.62,278.7142857142857,74.02857142857144
2024-01-17,R0004,Freiburg,fast_food,2,Wednesday,1,0,0,cloudy,10.1,0,252,67,185,14.72,3709.94,53.53,15.04,805.05,69.3,0.217,17,3,1,4216.24,2870.89,248.0,46.12,3916.222857142857,286.42857142857144,75.69714285714285
2024-01-18,R0004,Freiburg,fast_food,3,Thursday,1,0,0,cloudy,2.0,0,297,81,216,14.26,4235.15,59.02,15.04,887.61,71.75,0.2096,18,3,1,3709.94,2602.77,205.0,25.51,4036.087142857143,287.0,76.70428571428572
2024-01-19,R0004,Freiburg,fast_food,4,Friday,1,0,0,cloudy,-2.5,0,288,104,184,13.35,3846.03,59.69,15.04,897.64,64.43,0.2334,19,3,1,4235.15,3848.34,265.0,56.05,4269.284285714285,300.14285714285717,72.38000000000001
2024-01-20,R0004,Freiburg,fast_food,5,Saturday,1,1,0,cloudy,3.2,0,341,94,247,11.13,3795.58,57.75,15.04,868.42,65.73,0.2288,20,3,1,3846.03,6386.94,416.0,84.54,4268.954285714286,303.42857142857144,71.77714285714286
2024-01-21,R0004,Freiburg,fast_food,6,Sunday,1,1,0,snowy,-8.1,0,264,40,224,12.7,3354.04,49.65,15.04,746.62,67.55,0.2226,21,3,1,3795.58,4443.22,354.0,54.66,3898.7599999999998,292.7142857142857,70.37428571428572
2024-01-22,R0004,Freiburg,fast_food,0,Monday,1,0,0,snowy,1.7,0,163,39,124,14.36,2340.2,35.27,15.04,530.42,66.35,0.2267,22,4,1,3354.04,3045.16,263.0,51.01,3743.162857142857,279.85714285714283,68.41142857142857
2024-01-23,R0004,Freiburg,fast_food,1,Tuesday,1,0,0,snowy,1.3,0,167,54,113,15.0,2505.35,37.55,15.04,564.61,66.73,0.2254,23,4,1,2340.2,4216.24,254.0,52.42,3642.4542857142856,265.57142857142856,69.36285714285715
2024-01-24,R0004,Freiburg,fast_food,2,Wednesday,1,0,0,sunny,0.6,0,235,63,172,12.12,2849.37,41.87,15.04,629.68,68.05,0.221,24,4,1,2505.35,3709.94,252.0,53.53,3398.0414285714287,253.14285714285714,67.4057142857143
2024-01-25,R0004,Freiburg,fast_food,3,Thursday,1,0,0,sunny,-1.2,0,336,102,234,14.12,4742.66,68.57,15.04,1031.12,69.17,0.2174,25,4,1,2849.37,4235.15,297.0,59.02,3275.1028571428574,250.71428571428572,67.22714285714287
2024-01-26,R0004,Freiburg,fast_food,4,Friday,1,0,0,rainy,8.9,0,292,74,218,13.06,3813.03,55.96,15.04,841.45,68.14,0.2207,26,4,1,4742.66,3846.03,288.0,59.69,3347.604285714285,256.2857142857143,66.85857142857142
2024-01-27,R0004,Freiburg,fast_food,5,Saturday,1,1,0,rainy,6.0,0,368,50,318,13.83,5089.38,68.87,15.04,1035.66,73.9,0.2035,27,4,1,3813.03,3795.58,341.0,57.75,3342.89,256.85714285714283,67.38857142857144
2024-01-28,R0004,Freiburg,fast_food,6,Sunday,1,1,0,rainy,-4.7,0,273,94,179,12.63,3447.55,42.07,15.04,632.7,81.94,0.1835,28,4,1,5089.38,3354.04,264.0,49.65,3527.718571428571,260.7142857142857,68.55571428571429
2024-01-29,R0004,Freiburg,fast_food,0,Monday,1,0,0,snowy,7.5,0,192,21,171,11.9,2284.97,30.23,15.04,454.65,75.58,0.199,29,5,1,3447.55,2340.2,163.0,35.27,3541.077142857143,262.0,70.61142857142856
2024-01-30,R0004,Freiburg,fast_food,1,Tuesday,1,0,0,cloudy,0.6,0,239,28,211,14.01,3347.42,43.04,15.04,647.24,77.77,0.1934,30,5,1,2284.97,2505.35,167.0,37.55,3533.1871428571426,266.14285714285717,71.92999999999999
2024-01-31,R0004,Freiburg,fast_food,2,Wednesday,1,0,0,cloudy,3.2,0,264,66,198,11.28,2977.26,43.33,15.04,651.53,68.72,0.2188,31,5,1,3347.42,2849.37,235.0,41.87,3653.4828571428575,276.42857142857144,73.50714285714285
2024-02-01,R0004,Freiburg,fast_food,3,Thursday,2,0,0,snowy,3.4,0,210,49,161,14.23,2989.18,43.73,15.04,657.56,68.36,0.22,32,5,1,2977.26,4742.66,336.0,68.57,3671.752857142857,280.57142857142856,73.60285714285715
2024-02-02,R0004,Freiburg,fast_food,4,Friday,2,0,0,rainy,12.5,1,411,95,316,12.55,5160.0,62.0,15.04,932.31,83.23,0.1807,33,5,1,2989.18,3813.03,292.0,55.96,3421.2557142857145,262.57142857142856,73.48714285714287
2024-02-03,R0004,Freiburg,fast_food,5,Saturday,2,1,0,cloudy,-1.2,0,297,45,252,14.02,4164.43,64.82,15.04,974.76,64.25,0.2341,34,5,1,5160.0,5089.38,368.0,68.87,3613.68,279.57142857142856,75.64285714285714
2024-02-04,R0004,Freiburg,fast_food,6,Sunday,2,1,0,rainy,2.2,0,265,58,207,15.02,3981.58,54.11,15.04,813.7,73.58,0.2044,35,5,1,4164.43,3447.55,273.0,42.07,3481.5442857142853,269.42857142857144,74.26428571428572
2024-02-05,R0004,Freiburg,fast_food,0,Monday,2,0,0,sunny,7.0,0,274,36,238,11.95,3273.1,48.95,15.04,736.04,66.87,0.2249,36,6,1,3981.58,2284.97,192.0,30.23,3557.8342857142857,268.2857142857143,73.07000000000001
2024-02-06,R0004,Freiburg,fast_food,1,Tuesday,2,0,0,rainy,6.6,0,219,64,155,15.68,3434.88,45.4,15.04,682.79,75.65,0.1988,37,6,1,3273.1,3347.42,239.0,43.04,3698.9957142857143,280.0,71.82571428571428
2024-02-07,R0004,Freiburg,fast_food,2,Wednesday,2,0,0,snowy,6.9,0,231,49,182,13.96,3225.47,45.61,15.04,685.93,70.71,0.2127,38,6,1,3434.88,2977.26,264.0,43.33,3711.4900000000002,277.14285714285717,71.52285714285713
2024-02-08,R0004,Freiburg,fast_food,3,Thursday,2,0,0,rainy,4.4,0,260,65,195,13.68,3555.94,50.04,15.04,752.54,71.06,0.2116,39,6,1,3225.47,2989.18,210.0,43.73,3746.9485714285715,272.42857142857144,71.80714285714286
2024-02-09,R0004,Freiburg,fast_food,4,Friday,2,0,0,cloudy,-1.9,0,383,71,312,13.57,5198.58,73.35,15.04,1102.97,70.88,0.2122,40,6,1,3555.94,5160.0,411.0,62.0,3827.914285714286,279.57142857142856,72.19285714285715
2024-02-10,R0004,Freiburg,fast_food,5,Saturday,2,1,0,sunny,-1.7,1,432,76,356,13.16,5684.41,88.73,15.04,1334.31,64.06,0.2347,41,6,1,5198.58,4164.43,297.0,64.82,3833.4257142857145,275.57142857142856,70.42857142857143
2024-02-11,R0004,Freiburg,fast_food,6,Sunday,2,1,0,rainy,3.0,0,273,66,207,13.63,3720.17,43.36,15.04,652.01,85.8,0.1753,42,6,1,5684.41,3981.58,265.0,54.11,4050.565714285714,294.85714285714283,70.40142857142857
2024-02-12,R0004,Freiburg,fast_food,0,Monday,2,0,0,cloudy,5.3,0,247,80,167,13.71,3386.89,41.22,15.04,619.93,82.16,0.183,43,7,1,3720.17,3273.1,274.0,48.95,4013.2214285714285,296.0,72.14714285714285
2024-02-13,R0004,Freiburg,fast_food,1,Tuesday,2,0,0,cloudy,2.3,1,320,86,234,16.95,5425.55,83.34,15.04,1253.2,65.1,0.231,44,7,1,3386.89,3434.88,219.0,45.4,4029.477142857143,292.14285714285717,74.33142857142856
2024-02-14,R0004,Freiburg,fast_food,2,Wednesday,2,0,0,rainy,2.5,1,332,83,249,13.9,4616.15,62.33,15.04,937.38,74.05,0.2031,45,7,1,5425.55,3225.47,231.0,45.61,4313.858571428572,306.57142857142856,72.82428571428571
2024-02-15,R0004,Freiburg,fast_food,3,Thursday,2,0,0,snowy,2.1,1,312,87,225,12.07,3764.93,48.57,15.04,730.43,77.51,0.194,46,7,1,4616.15,3555.94,260.0,50.04,4512.527142857142,321.0,73.30142857142857
2024-02-16,R0004,Freiburg,fast_food,4,Friday,2,0,0,rainy,6.3,0,300,80,220,13.61,4082.21,51.41,15.04,773.08,79.41,0.1894,47,7,1,3764.93,5198.58,383.0,73.35,4542.382857142858,328.42857142857144,74.22285714285714
2024-02-17,R0004,Freiburg,fast_food,5,Saturday,2,1,0,sunny,3.6,0,379,65,314,14.82,5617.08,81.9,15.04,1231.64,68.58,0.2193,48,7,1,4082.21,5684.41,432.0,88.73,4382.901428571428,316.57142857142856,75.44142857142856
2024-02-18,R0004,Freiburg,fast_food,6,Sunday,2,1,0,cloudy,5.6,0,267,47,220,14.19,3789.19,52.33,15.04,786.96,72.41,0.2077,49,7,1,5617.08,3720.17,273.0,43.36,4373.282857142857,309.0,76.08714285714287
2024-02-19,R0004,Freiburg,fast_food,0,Monday,2,0,0,cloudy,-2.5,0,226,57,169,12.59,2844.41,41.13,15.04,618.56,69.15,0.2175,50,8,1,3789.19,3386.89,247.0,41.22,4383.142857142857,308.14285714285717,74.17428571428572
2024-02-20,R0004,Freiburg,fast_food,1,Tuesday,2,0,0,cloudy,-8.2,0,280,20,260,13.19,3692.8,54.4,15.04,818.01,67.89,0.2215,51,8,1,2844.41,5425.55,320.0,83.34,4305.645714285714,305.14285714285717,72.31571428571428
